,cell,uniq_frags,frip,frac_open,mapping_rate,sequencing_depth,dup_level,mt_content,library_size,plate,celltype,TREATMENT
52,Immunodeficiency7827710,24644.0,0.784718,0.204501,95.21,216383,0.864875,0.040268,25697,,SM B-cells,CONTROL
53,Immunodeficiency7827711,33461.0,0.77345,0.25146,95.14,306173,0.873468,0.016084,34023,,SM B-cells,CVID
54,Immunodeficiency7827712,38444.0,0.807196,0.27173,95.36,364765,0.8788469999999999,0.008409,38782,,SM B-cells,CONTROL
55,Immunodeficiency7827713,47705.0,0.7385649999999999,0.284021,95.1,477473,0.880856,0.023699,48877,,SM B-cells,CVID
56,Immunodeficiency7827714,43963.0,0.7945409999999999,0.298821,95.4,434432,0.8809370000000001,0.008279,44342,,SM B-cells,CONTROL
57,Immunodeficiency7827715,50183.0,0.788606,0.31283299999999997,95.16,559254,0.8910680000000001,0.048573000000000005,52752,,SM B-cells,CVID
58,Immunodeficiency7827716,35278.0,0.802766,0.260083,95.43,346615,0.878208,0.026302999999999997,36243,,SM B-cells,CONTROL
59,Immunodeficiency7827717,50380.0,0.750877,0.316275,95.43,529621,0.887228,0.00686,50737,,SM B-cells,CVID
60,Immunodeficiency7827718,34154.0,0.8113239999999999,0.249835,95.48,324386,0.8770629999999999,0.018647999999999998,34815,,SM B-cells,CONTROL
61,Immunodeficiency7827719,34784.0,0.820066,0.263059,95.36,310760,0.867758,0.026395,35749,,SM B-cells,CVID
62,Immunodeficiency7827720,12855.0,0.809789,0.129165,95.81,73801,0.7990729999999999,0.018403,13203,,SM B-cells,CONTROL
63,Immunodeficiency7827721,59566.0,0.750782,0.34375300000000003,95.57,638245,0.890289,0.019135,60736,,SM B-cells,CVID
64,Immunodeficiency7827722,45158.0,0.765899,0.29840300000000003,94.99,473374,0.887914,0.009367,45592,,SM B-cells,CONTROL
65,Immunodeficiency7827723,42825.0,0.712975,0.281479,95.12,448182,0.8887309999999999,0.015155000000000002,43491,,USM B-cells,CONTROL
66,Immunodeficiency7827724,17843.0,0.748973,0.157559,95.16,123920,0.822478,0.072175,19311,,SM B-cells,CONTROL
67,Immunodeficiency7827725,28610.0,0.806967,0.224739,95.29,257577,0.867624,0.043943,29943,,USM B-cells,CONTROL
68,Immunodeficiency7827726,36598.0,0.7239479999999999,0.25401799999999997,94.99,392764,0.886762,0.027347000000000003,37633,,SM B-cells,CONTROL
69,Immunodeficiency7827727,44203.0,0.739405,0.287302,94.89,430707,0.880249,0.015633,44918,,USM B-cells,CONTROL
70,Immunodeficiency7827728,22335.0,0.817773,0.192452,95.12,174805,0.85188,0.021039,22847,,SM B-cells,CONTROL
71,Immunodeficiency7827729,33673.0,0.79204,0.254243,94.08,300444,0.866693,0.023886,34520,,USM B-cells,CONTROL
72,Immunodeficiency7827730,21917.0,0.751089,0.18111,94.98,176638,0.849348,0.03564,22762,,SM B-cells,CONTROL
73,Immunodeficiency7827731,33270.0,0.8039390000000001,0.25256999999999996,94.66,317173,0.8764780000000001,0.01317,33726,,USM B-cells,CONTROL
74,Immunodeficiency7827732,30126.0,0.811897,0.229179,95.34,285653,0.874339,0.038061000000000005,31331,,SM B-cells,CONTROL
75,Immunodeficiency7827733,37042.0,0.787763,0.260758,94.96,355474,0.8797729999999999,0.010048999999999999,37429,,USM B-cells,CONTROL
76,Immunodeficiency7827734,35991.0,0.8178340000000001,0.266678,95.03,350824,0.878609,0.008567,36313,,SM B-cells,CONTROL
77,Immunodeficiency7827735,27102.0,0.816604,0.224642,94.11,236434,0.8600549999999999,0.042129,28320,,USM B-cells,CONTROL
78,Immunodeficiency7827736,41958.0,0.751116,0.289699,95.27,427500,0.8823799999999999,0.019053999999999998,42783,,SM B-cells,CONTROL
79,Immunodeficiency7827737,28088.0,0.812924,0.22683000000000003,95.21,244181,0.867294,0.012481,28461,,USM B-cells,CONTROL
80,Immunodeficiency7827738,42340.0,0.716845,0.283409,94.3,402305,0.876639,0.011071,42830,,SM B-cells,CONTROL
81,Immunodeficiency7827739,43348.0,0.792381,0.287013,94.67,414710,0.875141,0.012417000000000001,43910,,SM B-cells,CVID
82,Immunodeficiency7827740,48765.0,0.66974,0.271086,94.61,464478,0.868432,0.012834,49429,,SM B-cells,CONTROL
83,Immunodeficiency7827741,18842.0,0.799383,0.170284,94.83,141963,0.8372620000000001,0.070449,20321,,SM B-cells,CVID
84,Immunodeficiency7827742,18756.0,0.81058,0.174627,94.38,143041,0.838458,0.058623,19972,,SM B-cells,CONTROL
85,Immunodeficiency7827743,27486.0,0.794706,0.216261,93.92,223134,0.8504649999999999,0.037571,28601,,SM B-cells,CVID
86,Immunodeficiency7827744,27058.0,0.756475,0.212497,94.26,229719,0.853118,0.027984,27874,,SM B-cells,CONTROL
87,Immunodeficiency7827745,18739.0,0.79294,0.164187,94.16,130029,0.816022,0.088215,20658,,SM B-cells,CVID
88,Immunodeficiency7827746,22512.0,0.759949,0.183765,94.32,169234,0.836781,0.015482,22925,,SM B-cells,CONTROL
89,Immunodeficiency7827747,24352.0,0.808958,0.206657,94.41,221104,0.857092,0.096736,26989,,SM B-cells,CVID
90,Immunodeficiency7827748,44705.0,0.790043,0.296569,94.58,416413,0.871669,0.01952,45618,,SM B-cells,CONTROL
91,Immunodeficiency7827749,65557.0,0.712292,0.358923,94.46,663048,0.881985,0.014921,66567,,SM B-cells,CVID
92,Immunodeficiency7827750,15896.0,0.806353,0.152588,94.14,110365,0.814017,0.077691,17329,,SM B-cells,CONTROL
93,Immunodeficiency7827751,32490.0,0.766352,0.23016,93.26,271890,0.8553069999999999,0.021562,33245,,SM B-cells,CVID
94,Immunodeficiency7827752,27008.0,0.715757,0.202458,94.51,241690,0.865117,0.038895,28121,,SM B-cells,CONTROL
95,Immunodeficiency7827753,42104.0,0.786209,0.283055,94.35,386827,0.869941,0.031424,43494,,SM B-cells,CVID
96,Immunodeficiency7827754,27351.0,0.792189,0.21088800000000002,95.3,248775,0.8672850000000001,0.055917999999999995,28990,,SM B-cells,CONTROL
97,Immunodeficiency7827755,44092.0,0.768289,0.293415,95.38,433528,0.876675,0.057944,46821,,USM B-cells,CONTROL
98,Immunodeficiency7827756,24877.0,0.683609,0.192404,94.31,184305,0.836717,0.017186,25378,,SM B-cells,CONTROL
99,Immunodeficiency7827757,22792.0,0.817707,0.196683,95.77,168729,0.840585,0.037012,23721,,USM B-cells,CONTROL
100,Immunodeficiency7827758,37947.0,0.8244020000000001,0.278052,95.33,344265,0.8737940000000001,0.00761,38255,,SM B-cells,CONTROL
101,Immunodeficiency7827759,32552.0,0.727164,0.238542,94.71,286530,0.859284,0.059924,34661,,USM B-cells,CONTROL
102,Immunodeficiency7827760,39164.0,0.801496,0.272406,95.29,358683,0.8693420000000001,0.031673,40468,,SM B-cells,CONTROL
103,Immunodeficiency7827761,44819.0,0.745736,0.299223,94.74,381343,0.8607469999999999,0.013731,45485,,USM B-cells,CONTROL
104,Immunodeficiency7827762,31863.0,0.725499,0.233909,95.08,285462,0.860015,0.016149,32417,,SM B-cells,CONTROL
105,Immunodeficiency7827763,18492.0,0.80276,0.168321,94.86,122264,0.819544,0.040672,19367,,USM B-cells,CONTROL
106,Immunodeficiency7827764,44856.0,0.7753260000000001,0.30404899999999996,95.31,405831,0.872358,0.007391,45212,,SM B-cells,CONTROL
107,Immunodeficiency7827765,31794.0,0.771131,0.240102,95.2,279374,0.861864,0.057062,33747,,USM B-cells,CONTROL
108,Immunodeficiency7827766,10641.0,0.792618,0.113303,95.75,42331,0.676424,0.11035899999999998,12701,,SM B-cells,CONTROL
109,Immunodeficiency7827767,35100.0,0.7840159999999999,0.26362199999999997,95.15,302961,0.855915,0.069755,37775,,USM B-cells,CONTROL
110,Immunodeficiency7827768,18243.0,0.768576,0.153891,95.61,127978,0.832191,0.042010000000000006,19101,,SM B-cells,CONTROL
111,Immunodeficiency7827769,14525.0,0.801046,0.140989,95.67,82689,0.793991,0.020236,14962,,USM B-cells,CONTROL
112,Immunodeficiency7827770,37081.0,0.773924,0.263139,95.24,341180,0.8725799999999999,0.016236,37711,,SM B-cells,CONTROL
113,Immunodeficiency7827771,21353.0,0.804415,0.185937,95.22,150179,0.830734,0.043881,22404,,SM B-cells,CVID
114,Immunodeficiency7827772,44008.0,0.692971,0.281028,94.87,387065,0.865419,0.017721999999999998,44834,,SM B-cells,CONTROL
115,Immunodeficiency7827773,50102.0,0.751782,0.313155,95.82,452409,0.8745120000000001,0.013313,50799,,SM B-cells,CVID
116,Immunodeficiency7827774,11219.0,0.783297,0.114799,95.87,56412,0.7418,0.114802,12999,,SM B-cells,CONTROL
117,Immunodeficiency7827775,39411.0,0.7713979999999999,0.272631,95.13,372063,0.8699530000000001,0.070714,42433,,SM B-cells,CVID
118,Immunodeficiency7827776,38126.0,0.759109,0.261884,95.14,375192,0.8728440000000001,0.033341,39459,,SM B-cells,CONTROL
119,Immunodeficiency7827777,38869.0,0.787072,0.276202,94.7,336159,0.8616459999999999,0.029173,40072,,SM B-cells,CVID
120,Immunodeficiency7827778,14860.0,0.716069,0.13278399999999999,94.54,72414,0.7540789999999999,0.023781,15540,,SM B-cells,CONTROL
121,Immunodeficiency7827779,54038.0,0.7503489999999999,0.325847,95.01,552760,0.8838879999999999,0.00804,54488,,SM B-cells,CVID
122,Immunodeficiency7827780,35045.0,0.804122,0.247454,95.3,312923,0.870243,0.019281,35753,,SM B-cells,CONTROL
123,Immunodeficiency7827781,49936.0,0.774266,0.310983,95.23,472946,0.877505,0.015650999999999998,50747,,SM B-cells,CVID
124,Immunodeficiency7827782,15233.0,0.7297399999999999,0.139396,94.84,91682,0.790927,0.06974,16537,,SM B-cells,CONTROL
125,Immunodeficiency7827783,48687.0,0.768893,0.306189,93.48,430544,0.8617379999999999,0.028669,50165,,SM B-cells,CVID
126,Immunodeficiency7827784,10941.0,0.777813,0.111259,95.64,63519,0.776418,0.126816,12704,,SM B-cells,CONTROL
127,Immunodeficiency7827785,27195.0,0.808086,0.21915700000000002,95.5,222704,0.855865,0.032964,28154,,SM B-cells,CVID
128,Immunodeficiency7827786,20768.0,0.768347,0.174804,95.58,199783,0.865776,0.099237,23072,,SM B-cells,CONTROL
129,Immunodeficiency7827787,33732.0,0.795194,0.256029,95.28,335391,0.877784,0.058528,35841,,USM B-cells,CONTROL
130,Immunodeficiency7827788,50318.0,0.6672020000000001,0.306108,94.77,488940,0.8773290000000001,0.025901999999999998,51674,,SM B-cells,CONTROL
131,Immunodeficiency7827789,12639.0,0.775866,0.127813,95.5,74630,0.794931,0.064609,13634,,USM B-cells,CONTROL
132,Immunodeficiency7827790,37676.0,0.7343350000000001,0.267258,95.17,387826,0.886172,0.008056,37989,,SM B-cells,CONTROL
133,Immunodeficiency7827791,11132.0,0.79299,0.11585999999999999,94.61,48815,0.7195739999999999,0.057489,12238,,USM B-cells,CONTROL
134,Immunodeficiency7827792,35344.0,0.8002630000000001,0.260308,94.95,327999,0.875616,0.00975,35706,,SM B-cells,CONTROL
135,Immunodeficiency7827793,38089.0,0.8059350000000001,0.263123,94.83,343910,0.8708440000000001,0.019663999999999997,38873,,USM B-cells,CONTROL
136,Immunodeficiency7827794,35079.0,0.65917,0.21762800000000002,94.83,333983,0.8769049999999999,0.021806,35874,,SM B-cells,CONTROL
137,Immunodeficiency7827795,12965.0,0.739242,0.124338,95.23,77750,0.791779,0.079321,14221,,USM B-cells,CONTROL
138,Immunodeficiency7827796,11845.0,0.8008270000000001,0.122118,95.66,77380,0.7926489999999999,0.133124,13794,,SM B-cells,CONTROL
139,Immunodeficiency7827797,25305.0,0.788242,0.208475,95.02,233330,0.865194,0.065236,27090,,USM B-cells,CONTROL
140,Immunodeficiency7827798,22926.0,0.760777,0.18325,95.05,216052,0.8630120000000001,0.040512,23913,,SM B-cells,CONTROL
141,Immunodeficiency7827799,26595.0,0.8076369999999999,0.222004,94.53,224717,0.8588690000000001,0.023965,27275,,USM B-cells,CONTROL
142,Immunodeficiency7827800,43499.0,0.758355,0.294252,95.35,435357,0.881511,0.02628,44685,,SM B-cells,CONTROL
143,Immunodeficiency7827801,15871.0,0.800702,0.148984,95.21,120714,0.836793,0.079835,17292,,USM B-cells,CONTROL
144,Immunodeficiency7827802,40802.0,0.784237,0.282975,95.54,374718,0.872014,0.025833,41904,,SM B-cells,CONTROL
145,Immunodeficiency7827803,49049.0,0.774544,0.309841,95.28,497030,0.8852040000000001,0.014447,49778,,SM B-cells,CVID
146,Immunodeficiency7827804,41256.0,0.7612979999999999,0.28741500000000003,95.63,359963,0.8607899999999999,0.07104099999999999,44451,,SM B-cells,CONTROL
147,Immunodeficiency7827805,19763.0,0.808635,0.17593,96.05,144688,0.8311860000000001,0.085935,21689,,SM B-cells,CVID
148,Immunodeficiency7827806,17092.0,0.790935,0.15862,95.27,113969,0.820124,0.043537,17952,,SM B-cells,CONTROL
149,Immunodeficiency7827807,54597.0,0.734795,0.333955,94.83,552035,0.879966,0.022488,55870,,SM B-cells,CVID
150,Immunodeficiency7827808,41691.0,0.77273,0.28645,95.16,408189,0.8760469999999999,0.054712000000000004,44121,,SM B-cells,CONTROL
151,Immunodeficiency7827809,58674.0,0.666925,0.33981100000000003,94.79,571429,0.875067,0.01059,59327,,SM B-cells,CVID
152,Immunodeficiency7827810,23408.0,0.722966,0.180451,94.94,180979,0.834508,0.013943,23806,,SM B-cells,CONTROL
153,Immunodeficiency7827811,54585.0,0.735347,0.327376,94.49,575612,0.889144,0.017372,55558,,SM B-cells,CVID
154,Immunodeficiency7827812,15095.0,0.803756,0.14571800000000001,95.7,99329,0.807309,0.09006,16699,,SM B-cells,CONTROL
155,Immunodeficiency7827813,43331.0,0.77207,0.301347,95.08,419212,0.8778379999999999,0.020436000000000003,44250,,SM B-cells,CVID
156,Immunodeficiency7827814,27920.0,0.78169,0.225045,94.88,234593,0.8602850000000001,0.016347,28411,,SM B-cells,CONTROL
157,Immunodeficiency7827815,44402.0,0.7967569999999999,0.29951300000000003,94.84,399820,0.870766,0.011025,44921,,SM B-cells,CVID
158,Immunodeficiency7827816,26756.0,0.735561,0.21154699999999999,95.47,240205,0.8649540000000001,0.024429,27446,,SM B-cells,CONTROL
159,Immunodeficiency7827817,64532.0,0.71733,0.364746,95.52,666496,0.8853120000000001,0.041371,67331,,SM B-cells,CVID
160,Immunodeficiency7827818,19663.0,0.8006489999999999,0.17565699999999998,94.95,134355,0.819833,0.032856,20423,,SM B-cells,CONTROL
161,Immunodeficiency7827819,20201.0,0.8368399999999999,0.184119,95.52,138373,0.8230870000000001,0.06377200000000001,21666,,USM B-cells,CONTROL
162,Immunodeficiency7827820,21748.0,0.8079970000000001,0.182429,94.77,127965,0.800956,0.02014,22366,,SM B-cells,CONTROL
163,Immunodeficiency7827821,16609.0,0.578025,0.110471,93.69,103029,0.8028390000000001,0.036489,17364,,USM B-cells,CONTROL
164,Immunodeficiency7827822,26626.0,0.813068,0.21487699999999998,95.11,190305,0.831367,0.028922000000000003,27504,,SM B-cells,CONTROL
165,Immunodeficiency7827823,22456.0,0.8183600000000001,0.192902,95.26,151844,0.818581,0.074552,24380,,USM B-cells,CONTROL
166,Immunodeficiency7827824,29067.0,0.814675,0.226911,94.25,199509,0.8274040000000001,0.011226,29502,,SM B-cells,CONTROL
167,Immunodeficiency7827825,28812.0,0.806561,0.22401500000000002,94.97,189463,0.814758,0.058553999999999995,30766,,USM B-cells,CONTROL
168,Immunodeficiency7827826,18731.0,0.81515,0.170155,94.56,113209,0.806308,0.021778,19276,,SM B-cells,CONTROL
169,Immunodeficiency7827827,33960.0,0.804451,0.24706799999999998,94.87,246147,0.8375440000000001,0.024194,34889,,USM B-cells,CONTROL
170,Immunodeficiency7827828,15691.0,0.81758,0.145091,95.01,101990,0.808074,0.084486,17249,,SM B-cells,CONTROL
171,Immunodeficiency7827829,32570.0,0.7615810000000001,0.24335199999999998,95.15,227647,0.8293149999999999,0.050464999999999996,34416,,USM B-cells,CONTROL
172,Immunodeficiency7827830,29592.0,0.815716,0.22480300000000003,94.96,210582,0.834017,0.024011,30405,,SM B-cells,CONTROL
173,Immunodeficiency7827831,22109.0,0.844474,0.197069,93.83,137831,0.807609,0.025778,22839,,USM B-cells,CONTROL
174,Immunodeficiency7827832,7782.0,0.829476,0.085118,94.51,38610,0.7558729999999999,0.052132000000000005,8377,,SM B-cells,CONTROL
175,Immunodeficiency7827833,29743.0,0.797596,0.222439,95.28,203407,0.815697,0.059212,31776,,USM B-cells,CONTROL
176,Immunodeficiency7827834,49136.0,0.731061,0.308344,95.0,516137,0.8898659999999999,0.014204,49851,,SM B-cells,CONTROL
177,Immunodeficiency7827835,54410.0,0.725947,0.323273,94.97,597042,0.8887139999999999,0.016183000000000003,55314,,SM B-cells,CVID
178,Immunodeficiency7827836,28945.0,0.727539,0.216583,95.02,230545,0.8490719999999999,0.019046,29554,,SM B-cells,CONTROL
179,Immunodeficiency7827837,17794.0,0.799404,0.16275499999999998,94.93,114738,0.81604,0.026746,18378,,SM B-cells,CVID
180,Immunodeficiency7827838,14232.0,0.7817029999999999,0.138817,94.7,73522,0.760424,0.036947,15060,,SM B-cells,CONTROL
181,Immunodeficiency7827839,57434.0,0.746223,0.33715700000000004,94.97,575552,0.8835360000000001,0.011769,58131,,SM B-cells,CVID
182,Immunodeficiency7827840,43169.0,0.791892,0.287672,95.29,453201,0.8835709999999999,0.066374,46249,,SM B-cells,CONTROL
183,Immunodeficiency7827841,44936.0,0.751833,0.296923,94.67,413571,0.871188,0.028306,46269,,SM B-cells,CVID
184,Immunodeficiency7827842,43340.0,0.744313,0.279645,94.39,423232,0.87654,0.027641000000000002,44589,,SM B-cells,CONTROL
185,Immunodeficiency7827843,30282.0,0.8016939999999999,0.23852600000000002,93.75,266189,0.86269,0.019015999999999998,30895,,SM B-cells,CVID
186,Immunodeficiency7827844,30728.0,0.774317,0.22721599999999997,94.72,309903,0.868301,0.089325,33763,,SM B-cells,CONTROL
187,Immunodeficiency7827845,52471.0,0.759452,0.32226,94.81,523567,0.883732,0.007095999999999999,52858,,SM B-cells,CVID
188,Immunodeficiency7827846,34611.0,0.8100470000000001,0.256737,94.89,323053,0.871767,0.02049,35353,,SM B-cells,CONTROL
189,Immunodeficiency7827847,56399.0,0.729243,0.321504,94.58,562077,0.880877,0.009571,56960,,SM B-cells,CVID
190,Immunodeficiency7827848,49908.0,0.767733,0.320104,95.15,502725,0.8847450000000001,0.011684,50509,,SM B-cells,CONTROL
191,Immunodeficiency7827849,42006.0,0.774195,0.260791,95.11,406886,0.878865,0.022047,42967,,SM B-cells,CVID
192,Immunodeficiency7827850,35888.0,0.741455,0.256576,95.22,367318,0.88755,0.012329000000000001,36342,,SM B-cells,CONTROL
193,Immunodeficiency7827851,37443.0,0.779354,0.259166,95.52,374111,0.8843709999999999,0.014476,38001,,USM B-cells,CONTROL
194,Immunodeficiency7827852,42576.0,0.732053,0.281688,94.97,413023,0.8800969999999999,0.008292,42945,,SM B-cells,CONTROL
195,Immunodeficiency7827853,28395.0,0.813229,0.22675,95.61,258976,0.8707440000000001,0.039508999999999996,29578,,USM B-cells,CONTROL
196,Immunodeficiency7827854,27991.0,0.7988149999999999,0.220106,95.34,276990,0.8800690000000001,0.044154,29292,,SM B-cells,CONTROL
197,Immunodeficiency7827855,26784.0,0.7914140000000001,0.22018600000000002,95.01,234682,0.8664930000000001,0.013808,27177,,USM B-cells,CONTROL
198,Immunodeficiency7827856,36797.0,0.7721,0.25543299999999997,95.39,365702,0.881274,0.009795,37171,,SM B-cells,CONTROL
199,Immunodeficiency7827857,23390.0,0.7713369999999999,0.193449,94.91,200101,0.854195,0.061020000000000005,24942,,USM B-cells,CONTROL
200,Immunodeficiency7827858,32438.0,0.728096,0.23511500000000002,95.38,309795,0.876075,0.00625,32654,,SM B-cells,CONTROL
201,Immunodeficiency7827859,35568.0,0.734017,0.24713200000000002,95.07,355554,0.883128,0.017296000000000002,36203,,USM B-cells,CONTROL
202,Immunodeficiency7827860,32419.0,0.791952,0.24095500000000003,95.67,307290,0.8773299999999999,0.025051,33263,,SM B-cells,CONTROL
203,Immunodeficiency7827861,34561.0,0.790312,0.246779,95.76,338011,0.878447,0.053045,36509,,USM B-cells,CONTROL
204,Immunodeficiency7827862,30813.0,0.813873,0.23723899999999998,95.57,278859,0.8712799999999999,0.007761,31070,,SM B-cells,CONTROL
205,Immunodeficiency7827863,20325.0,0.797622,0.181207,95.41,144158,0.8365020000000001,0.013588999999999999,20658,,USM B-cells,CONTROL
206,Immunodeficiency7827864,38872.0,0.713274,0.23534000000000002,95.93,358751,0.8782969999999999,0.008265999999999999,39209,,SM B-cells,CONTROL
207,Immunodeficiency7827865,29510.0,0.782646,0.225527,96.0,263654,0.871455,0.01571,29996,,USM B-cells,CONTROL
208,Immunodeficiency7827866,6118.0,0.780748,0.06924,95.31,28811,0.706298,0.130101,7332,,SM B-cells,CONTROL
209,Immunodeficiency7827867,16420.0,0.824965,0.156368,94.93,135432,0.851141,0.068369,17650,,SM B-cells,CVID
210,Immunodeficiency7827868,22996.0,0.762274,0.186596,94.97,182293,0.8538629999999999,0.009647,23249,,SM B-cells,CONTROL
211,Immunodeficiency7827869,33506.0,0.8186760000000001,0.240521,94.5,342508,0.878871,0.041124,34953,,SM B-cells,CVID
212,Immunodeficiency7827870,33175.0,0.783467,0.236161,95.21,324082,0.8831030000000001,0.006022,33383,,SM B-cells,CONTROL
213,Immunodeficiency7827871,46150.0,0.664325,0.259407,94.92,434809,0.8785139999999999,0.005495,46420,,SM B-cells,CVID
214,Immunodeficiency7827872,11116.0,0.76094,0.107801,94.91,73051,0.811445,0.076974,12114,,SM B-cells,CONTROL
215,Immunodeficiency7827873,18911.0,0.807188,0.172423,94.85,158723,0.8523290000000001,0.065062,20254,,SM B-cells,CVID
216,Immunodeficiency7827874,7148.0,0.6364380000000001,0.066344,92.5,17464,0.49676499999999996,0.022295,9338,,SM B-cells,CONTROL
217,Immunodeficiency7827875,54017.0,0.737658,0.319042,95.02,591699,0.8900020000000001,0.040073000000000004,56280,,SM B-cells,CVID
218,Immunodeficiency7827876,7691.0,0.775301,0.084522,95.74,53981,0.788822,0.209802,9833,,SM B-cells,CONTROL
219,Immunodeficiency7827877,29580.0,0.7778010000000001,0.218336,95.13,278164,0.8734129999999999,0.038737,30785,,SM B-cells,CVID
220,Immunodeficiency7827878,27017.0,0.7769119999999999,0.21675999999999998,95.01,251594,0.874229,0.014446,27424,,SM B-cells,CONTROL
221,Immunodeficiency7827879,40933.0,0.790108,0.280337,94.6,380738,0.8709870000000001,0.019569,41771,,SM B-cells,CVID
222,Immunodeficiency7827880,19436.0,0.729953,0.151622,95.05,165785,0.866038,0.006695,19580,,SM B-cells,CONTROL
223,Immunodeficiency7827881,19733.0,0.771081,0.170123,95.6,168617,0.8606389999999999,0.051891,20832,,SM B-cells,CVID
224,Immunodeficiency7827882,20074.0,0.7896770000000001,0.17588199999999998,95.12,188139,0.866725,0.07574,21733,,SM B-cells,CONTROL
225,Immunodeficiency7827883,38633.0,0.76595,0.261128,95.23,403422,0.888991,0.017647,39333,,USM B-cells,CONTROL
226,Immunodeficiency7827884,32176.0,0.750206,0.234842,94.84,295325,0.8699020000000001,0.020368,32863,,SM B-cells,CONTROL
227,Immunodeficiency7827885,53071.0,0.661718,0.293496,95.64,583744,0.8956540000000001,0.020035,54160,,USM B-cells,CONTROL
228,Immunodeficiency7827886,39280.0,0.787822,0.27765,95.19,433257,0.8937,0.013338,39815,,SM B-cells,CONTROL
229,Immunodeficiency7827887,38944.0,0.774467,0.26626,94.95,389255,0.884544,0.011072,39388,,USM B-cells,CONTROL
230,Immunodeficiency7827888,34087.0,0.7405010000000001,0.24077800000000002,95.08,360523,0.8859,0.039883999999999996,35510,,SM B-cells,CONTROL
231,Immunodeficiency7827889,32717.0,0.757366,0.23307199999999997,94.43,299016,0.8726200000000001,0.009326000000000001,33041,,USM B-cells,CONTROL
232,Immunodeficiency7827890,39559.0,0.7915300000000001,0.264072,95.14,409334,0.886209,0.008372,39900,,SM B-cells,CONTROL
233,Immunodeficiency7827891,35729.0,0.777265,0.257139,94.71,374911,0.887799,0.015757,36307,,USM B-cells,CONTROL
234,Immunodeficiency7827892,34708.0,0.804388,0.260984,95.2,355626,0.8865069999999999,0.020019,35423,,SM B-cells,CONTROL
235,Immunodeficiency7827893,32651.0,0.785089,0.24163099999999998,94.9,331373,0.882182,0.014666,33145,,USM B-cells,CONTROL
236,Immunodeficiency7827894,29413.0,0.777998,0.23053,94.86,279263,0.878342,0.012887000000000001,29807,,SM B-cells,CONTROL
237,Immunodeficiency7827895,27167.0,0.784446,0.22139299999999998,94.39,239212,0.865669,0.021397,27781,,USM B-cells,CONTROL
238,Immunodeficiency7827896,14403.0,0.780438,0.136468,94.99,99769,0.8282430000000001,0.028464999999999997,14878,,SM B-cells,CONTROL
239,Immunodeficiency7827897,38643.0,0.7713409999999999,0.267982,94.97,383208,0.883542,0.013227000000000001,39170,,USM B-cells,CONTROL
240,Immunodeficiency7827898,39223.0,0.694701,0.26001799999999997,94.86,439501,0.8908889999999999,0.032463,40544,,SM B-cells,CONTROL
241,Immunodeficiency7827899,29362.0,0.765694,0.212127,94.79,281787,0.873948,0.051338999999999996,30964,,SM B-cells,CVID
242,Immunodeficiency7827900,29415.0,0.737338,0.21820799999999999,94.52,248907,0.8615879999999999,0.014639,29878,,SM B-cells,CONTROL
243,Immunodeficiency7827901,23180.0,0.798981,0.19359400000000002,95.22,221648,0.8687280000000001,0.047306,24345,,SM B-cells,CVID
244,Immunodeficiency7827902,36900.0,0.768051,0.254114,94.91,392094,0.886624,0.022956999999999998,37774,,SM B-cells,CONTROL
245,Immunodeficiency7827903,32387.0,0.787198,0.249256,94.71,303609,0.8736700000000001,0.020742,33088,,SM B-cells,CVID
246,Immunodeficiency7827904,37155.0,0.755634,0.267949,94.82,369611,0.8831319999999999,0.007877,37459,,SM B-cells,CONTROL
247,Immunodeficiency7827905,35058.0,0.680821,0.22343600000000002,94.22,326423,0.8725450000000001,0.022256,35873,,SM B-cells,CVID
248,Immunodeficiency7827906,31663.0,0.77922,0.242837,94.78,297313,0.875555,0.008362,31942,,SM B-cells,CONTROL
249,Immunodeficiency7827907,49788.0,0.734218,0.30752399999999996,94.37,552004,0.894016,0.017504,50680,,SM B-cells,CVID
250,Immunodeficiency7827908,21529.0,0.8000229999999999,0.184698,94.94,181695,0.8592540000000001,0.014466,21866,,SM B-cells,CONTROL
251,Immunodeficiency7827909,18028.0,0.775224,0.162626,94.79,152883,0.8482940000000001,0.07525,19527,,SM B-cells,CVID
252,Immunodeficiency7827910,38539.0,0.786062,0.26318800000000003,94.94,386298,0.883075,0.006931999999999999,38817,,SM B-cells,CONTROL
253,Immunodeficiency7827911,36856.0,0.802606,0.259777,94.37,356835,0.875926,0.019787,37614,,SM B-cells,CVID
254,Immunodeficiency7827912,20830.0,0.817379,0.181706,94.88,179373,0.8642190000000001,0.021100999999999998,21295,,SM B-cells,CONTROL
255,Immunodeficiency7827913,22181.0,0.740027,0.171152,94.58,189490,0.8605430000000001,0.03296,22958,,SM B-cells,CVID
256,Immunodeficiency7827914,10951.0,0.7971189999999999,0.113496,95.63,65055,0.792343,0.080212,12021,,SM B-cells,CONTROL
257,Immunodeficiency7827915,29570.0,0.798618,0.233217,95.34,270713,0.8721909999999999,0.026662,30395,,USM B-cells,CONTROL
258,Immunodeficiency7827916,27104.0,0.771567,0.21291500000000002,95.11,218540,0.855366,0.01964,27680,,SM B-cells,CONTROL
259,Immunodeficiency7827917,29783.0,0.784799,0.227667,95.86,265055,0.8680889999999999,0.043024,31141,,USM B-cells,CONTROL
