,cell,uniq_frags,frip,frac_open,mapping_rate,sequencing_depth,dup_level,mt_content,library_size,plate,celltype,TREATMENT
260,Immunodeficiency7827918,24905.0,0.817779,0.20556300000000002,95.61,230843,0.8693780000000001,0.060897,26535,,SM B-cells,CONTROL
261,Immunodeficiency7827919,32855.0,0.776012,0.24122800000000003,94.87,294447,0.8702620000000001,0.006531,33089,,USM B-cells,CONTROL
262,Immunodeficiency7827920,14929.0,0.753599,0.13819,95.49,88563,0.797615,0.053149,15902,,SM B-cells,CONTROL
263,Immunodeficiency7827921,35691.0,0.7706390000000001,0.26293,94.59,331363,0.870547,0.020097,36442,,USM B-cells,CONTROL
264,Immunodeficiency7827922,11976.0,0.770997,0.116423,95.78,77780,0.791355,0.15756900000000001,14356,,SM B-cells,CONTROL
265,Immunodeficiency7827923,8063.0,0.7948390000000001,0.08960599999999999,94.87,10218,0.056627,0.030073000000000003,86889,,USM B-cells,CONTROL
266,Immunodeficiency7827924,30855.0,0.820459,0.23847800000000002,95.62,277798,0.8691629999999999,0.014721000000000001,31334,,SM B-cells,CONTROL
267,Immunodeficiency7827925,8586.0,0.818321,0.095944,95.44,11940,0.144862,0.028402999999999998,33871,,USM B-cells,CONTROL
268,Immunodeficiency7827926,37134.0,0.789673,0.263011,95.46,383789,0.876648,0.075924,40199,,SM B-cells,CONTROL
269,Immunodeficiency7827927,7659.0,0.78777,0.083847,93.36,22574,0.549895,0.08165499999999999,9912,,USM B-cells,CONTROL
270,Immunodeficiency7827928,40253.0,0.793038,0.27303299999999997,96.0,370945,0.875964,0.019153,41054,,SM B-cells,CONTROL
271,Immunodeficiency7827929,11795.0,0.805236,0.124403,96.3,41564,0.665624,0.057153999999999996,13380,,USM B-cells,CONTROL
272,Immunodeficiency7827930,28489.0,0.737396,0.20313399999999998,95.31,243948,0.8659899999999999,0.010145999999999999,28801,,SM B-cells,CONTROL
273,Immunodeficiency7827931,25848.0,0.802642,0.216888,95.05,201942,0.842983,0.029802999999999996,26697,,SM B-cells,CVID
274,Immunodeficiency7827932,18064.0,0.741422,0.157108,94.88,107836,0.798475,0.049363,19160,,SM B-cells,CONTROL
275,Immunodeficiency7827933,52661.0,0.686083,0.28331300000000004,95.51,506255,0.879985,0.010522,53237,,SM B-cells,CVID
276,Immunodeficiency7827934,26832.0,0.8216379999999999,0.21889899999999998,95.17,226523,0.861234,0.015773,27286,,SM B-cells,CONTROL
277,Immunodeficiency7827935,44325.0,0.772993,0.296746,94.64,409435,0.87198,0.010757,44829,,SM B-cells,CVID
278,Immunodeficiency7827936,13724.0,0.768436,0.13209200000000001,95.67,73692,0.750147,0.129795,16125,,SM B-cells,CONTROL
279,Immunodeficiency7827937,47618.0,0.686475,0.27921,94.49,426665,0.8703120000000001,0.009753,48113,,SM B-cells,CVID
280,Immunodeficiency7827938,28111.0,0.780468,0.217403,95.45,225151,0.853184,0.030588,29036,,SM B-cells,CONTROL
281,Immunodeficiency7827939,63696.0,0.7066020000000001,0.34815999999999997,94.87,695089,0.889351,0.019835,64995,,SM B-cells,CVID
282,Immunodeficiency7827940,35267.0,0.74554,0.253278,95.1,315146,0.869717,0.022966999999999998,36116,,SM B-cells,CONTROL
283,Immunodeficiency7827941,44194.0,0.784669,0.292547,95.47,409281,0.8725450000000001,0.016906,44975,,SM B-cells,CVID
284,Immunodeficiency7827942,36310.0,0.75252,0.25635,95.19,337071,0.8717969999999999,0.029118,37417,,SM B-cells,CONTROL
285,Immunodeficiency7827943,34601.0,0.800179,0.254436,95.43,288623,0.854439,0.047723,36379,,SM B-cells,CVID
286,Immunodeficiency7827944,20306.0,0.790669,0.17311500000000002,95.8,150316,0.842583,0.027304000000000002,20919,,SM B-cells,CONTROL
287,Immunodeficiency7827945,14036.0,0.792176,0.135905,95.56,68818,0.737678,0.087149,15800,,SM B-cells,CVID
288,Immunodeficiency7827946,35386.0,0.750568,0.236386,95.27,301551,0.857291,0.006653,35662,,SM B-cells,CONTROL
289,Immunodeficiency7827947,29805.0,0.79474,0.23888,94.78,289839,0.878444,0.022563,30503,,USM B-cells,CONTROL
290,Immunodeficiency7827948,31964.0,0.766641,0.231206,94.83,269897,0.859116,0.035544,33175,,SM B-cells,CONTROL
291,Immunodeficiency7827949,15116.0,0.798132,0.14472100000000002,95.57,128807,0.8467959999999999,0.117572,17160,,USM B-cells,CONTROL
292,Immunodeficiency7827950,25229.0,0.7701640000000001,0.186644,94.84,226824,0.867418,0.014107,25606,,SM B-cells,CONTROL
293,Immunodeficiency7827951,13467.0,0.8040149999999999,0.135857,94.72,81106,0.798764,0.051286,14313,,USM B-cells,CONTROL
294,Immunodeficiency7827952,25670.0,0.788538,0.209842,94.79,226901,0.862454,0.050595,27061,,SM B-cells,CONTROL
295,Immunodeficiency7827953,33187.0,0.760173,0.247486,94.39,293261,0.866392,0.017875,33814,,USM B-cells,CONTROL
296,Immunodeficiency7827954,20268.0,0.7915909999999999,0.176928,94.88,154667,0.8418950000000001,0.037698,21107,,SM B-cells,CONTROL
297,Immunodeficiency7827955,35112.0,0.773492,0.253471,94.67,367746,0.8855069999999999,0.020066,35838,,USM B-cells,CONTROL
298,Immunodeficiency7827956,34901.0,0.809215,0.26014699999999996,95.11,272516,0.8485719999999999,0.03007,36041,,SM B-cells,CONTROL
299,Immunodeficiency7827957,7723.0,0.807099,0.087322,94.33,9957,0.058789,0.031356,80148,,USM B-cells,CONTROL
300,Immunodeficiency7827958,36305.0,0.775234,0.255643,94.93,268777,0.839986,0.010412000000000001,36772,,SM B-cells,CONTROL
301,Immunodeficiency7827959,28269.0,0.798744,0.223725,94.44,266254,0.8708459999999999,0.034891000000000005,29306,,USM B-cells,CONTROL
302,Immunodeficiency7827960,18438.0,0.8237959999999999,0.169061,95.08,127184,0.8296620000000001,0.027583,19025,,SM B-cells,CONTROL
303,Immunodeficiency7827961,30869.0,0.767108,0.223919,95.12,313466,0.8797200000000001,0.05778,32772,,USM B-cells,CONTROL
304,Immunodeficiency7827962,23251.0,0.8030189999999999,0.195444,94.96,230484,0.876856,0.051366999999999996,24519,,SM B-cells,CONTROL
305,Immunodeficiency7827963,14274.0,0.805602,0.14291900000000002,95.22,101481,0.818697,0.112479,16160,,SM B-cells,CVID
306,Immunodeficiency7827964,37111.0,0.707002,0.24922399999999997,94.55,335020,0.8686870000000001,0.008576,37454,,SM B-cells,CONTROL
307,Immunodeficiency7827965,58166.0,0.752997,0.337414,95.38,655077,0.895818,0.009670999999999999,58739,,SM B-cells,CVID
308,Immunodeficiency7827966,14711.0,0.82552,0.14448,94.78,112256,0.839175,0.031406,15224,,SM B-cells,CONTROL
309,Immunodeficiency7827967,17464.0,0.768548,0.1541,94.27,142532,0.8432129999999999,0.071854,18854,,SM B-cells,CVID
310,Immunodeficiency7827968,18410.0,0.733484,0.1629,94.58,144589,0.8474709999999999,0.033951,19090,,SM B-cells,CONTROL
311,Immunodeficiency7827969,38444.0,0.7848609999999999,0.272277,94.73,386249,0.8809799999999999,0.036877,39927,,SM B-cells,CVID
312,Immunodeficiency7827970,21841.0,0.7751020000000001,0.18128699999999998,94.75,180753,0.860442,0.010376,22090,,SM B-cells,CONTROL
313,Immunodeficiency7827971,22467.0,0.823737,0.194302,94.46,207193,0.86823,0.038228,23374,,SM B-cells,CVID
314,Immunodeficiency7827972,33375.0,0.772342,0.24621500000000002,94.98,336246,0.8837149999999999,0.024322999999999997,34215,,SM B-cells,CONTROL
315,Immunodeficiency7827973,62262.0,0.691163,0.344525,94.9,701473,0.8956069999999999,0.006827,62695,,SM B-cells,CVID
316,Immunodeficiency7827974,23111.0,0.757039,0.188382,94.89,226642,0.8734190000000001,0.061025,24624,,SM B-cells,CONTROL
317,Immunodeficiency7827975,11749.0,0.812966,0.121378,94.62,74284,0.792195,0.11428599999999998,13392,,SM B-cells,CVID
318,Immunodeficiency7827976,10812.0,0.798461,0.114348,96.01,71634,0.809055,0.105485,12163,,SM B-cells,CONTROL
319,Immunodeficiency7827977,26756.0,0.794665,0.21484499999999998,94.98,266612,0.8762790000000001,0.061588,28522,,SM B-cells,CVID
320,Immunodeficiency7827978,20539.0,0.799189,0.181641,95.16,183578,0.8637520000000001,0.042381999999999996,21465,,SM B-cells,CONTROL
321,Immunodeficiency7827979,24811.0,0.8169420000000001,0.20775100000000002,94.92,220243,0.8637,0.037027,25785,,USM B-cells,CONTROL
322,Immunodeficiency7827980,25924.0,0.773725,0.205161,95.03,208486,0.8560559999999999,0.011967,26268,,SM B-cells,CONTROL
323,Immunodeficiency7827981,24133.0,0.792013,0.199498,95.27,224347,0.8683709999999999,0.068332,25918,,USM B-cells,CONTROL
324,Immunodeficiency7827982,14496.0,0.8173189999999999,0.143901,95.27,94871,0.819187,0.034758,15089,,SM B-cells,CONTROL
325,Immunodeficiency7827983,43268.0,0.766695,0.29557100000000003,94.81,442632,0.8818389999999999,0.043569,45251,,USM B-cells,CONTROL
326,Immunodeficiency7827984,40778.0,0.765626,0.280127,95.17,415933,0.8831479999999999,0.033444999999999996,42199,,SM B-cells,CONTROL
327,Immunodeficiency7827985,23629.0,0.7542760000000001,0.19205,94.29,190590,0.8498469999999999,0.021533,24186,,USM B-cells,CONTROL
328,Immunodeficiency7827986,39497.0,0.775918,0.269606,95.07,388404,0.881292,0.025054,40523,,SM B-cells,CONTROL
329,Immunodeficiency7827987,31375.0,0.791511,0.240939,94.94,316402,0.8803780000000001,0.049156,33006,,USM B-cells,CONTROL
330,Immunodeficiency7827988,11559.0,0.7948569999999999,0.11914200000000001,94.51,54002,0.7437010000000001,0.041145,12359,,SM B-cells,CONTROL
331,Immunodeficiency7827989,16160.0,0.817195,0.15498499999999998,95.0,134268,0.836993,0.143977,18927,,USM B-cells,CONTROL
332,Immunodeficiency7827990,32688.0,0.748518,0.228841,95.18,332391,0.8788889999999999,0.021259,33408,,SM B-cells,CONTROL
333,Immunodeficiency7827991,42575.0,0.76248,0.281945,94.85,437003,0.8808030000000001,0.057074,45164,,USM B-cells,CONTROL
334,Immunodeficiency7827992,17246.0,0.820634,0.161709,95.55,150797,0.853399,0.102986,19251,,SM B-cells,CONTROL
335,Immunodeficiency7827993,12907.0,0.80138,0.131143,95.62,97668,0.818923,0.155743,15361,,USM B-cells,CONTROL
336,Immunodeficiency7827994,26472.0,0.787718,0.21499000000000001,95.2,256908,0.870495,0.06946000000000001,28463,,SM B-cells,CONTROL
337,Immunodeficiency7827995,44152.0,0.755078,0.28381100000000004,95.09,450516,0.881639,0.024071000000000002,45253,,SM B-cells,CVID
338,Immunodeficiency7827996,45068.0,0.721666,0.283409,94.51,408398,0.8703290000000001,0.012792,45676,,SM B-cells,CONTROL
339,Immunodeficiency7827997,24568.0,0.810926,0.20435599999999998,95.49,211776,0.859268,0.046754000000000004,25798,,SM B-cells,CVID
340,Immunodeficiency7827998,43542.0,0.7634449999999999,0.294172,95.02,442223,0.881517,0.026733,44750,,SM B-cells,CONTROL
341,Immunodeficiency7827999,37951.0,0.71639,0.239684,94.3,337733,0.867901,0.017501,38651,,SM B-cells,CVID
342,Immunodeficiency7828000,41892.0,0.776085,0.275478,94.95,415073,0.877807,0.037231,43527,,SM B-cells,CONTROL
343,Immunodeficiency7828001,11188.0,0.751843,0.108525,93.71,58533,0.747786,0.11311900000000001,12906,,SM B-cells,CVID
344,Immunodeficiency7828002,40627.0,0.694558,0.268255,94.49,384777,0.8732,0.025241,41698,,SM B-cells,CONTROL
345,Immunodeficiency7828003,26252.0,0.812404,0.216615,94.45,233277,0.864849,0.018580000000000003,26769,,SM B-cells,CVID
346,Immunodeficiency7828004,23089.0,0.784674,0.192098,95.02,201624,0.855043,0.011304999999999999,23381,,SM B-cells,CONTROL
347,Immunodeficiency7828005,54443.0,0.751263,0.313444,94.78,525736,0.880872,0.0072569999999999996,54856,,SM B-cells,CVID
348,Immunodeficiency7828006,39013.0,0.773667,0.27369299999999996,94.86,385876,0.8766799999999999,0.011979,39500,,SM B-cells,CONTROL
349,Immunodeficiency7828007,53655.0,0.699288,0.308843,94.67,518805,0.876699,0.033156,55515,,SM B-cells,CVID
350,Immunodeficiency7828008,22045.0,0.818721,0.195685,95.2,185923,0.86015,0.027783999999999996,22696,,SM B-cells,CONTROL
351,Immunodeficiency7828009,45529.0,0.7721600000000001,0.289329,95.19,442689,0.87856,0.039370999999999996,47410,,SM B-cells,CVID
352,Immunodeficiency7828010,37684.0,0.767904,0.266405,95.13,399953,0.8853489999999999,0.009983,38071,,SM B-cells,CONTROL
353,Immunodeficiency7828011,31895.0,0.809041,0.24129299999999998,94.89,291759,0.8691989999999999,0.029072000000000004,32869,,USM B-cells,CONTROL
354,Immunodeficiency7828012,22803.0,0.665435,0.17407999999999998,94.82,170540,0.829226,0.031226,23619,,SM B-cells,CONTROL
355,Immunodeficiency7828013,33443.0,0.766336,0.24714899999999998,96.03,258293,0.852109,0.014759999999999999,33990,,USM B-cells,CONTROL
356,Immunodeficiency7828014,46658.0,0.769129,0.294831,95.05,501646,0.891651,0.016214,47433,,SM B-cells,CONTROL
357,Immunodeficiency7828015,32910.0,0.752173,0.236708,94.74,296668,0.868936,0.030262,33957,,USM B-cells,CONTROL
358,Immunodeficiency7828016,25941.0,0.47743500000000005,0.147874,93.54,218676,0.8594879999999999,0.012034999999999999,26285,,SM B-cells,CONTROL
359,Immunodeficiency7828017,38093.0,0.74861,0.26864099999999996,94.56,346836,0.869165,0.019435,38871,,USM B-cells,CONTROL
360,Immunodeficiency7828018,12108.0,0.732374,0.115603,95.41,66857,0.753272,0.148044,14514,,SM B-cells,CONTROL
361,Immunodeficiency7828019,22365.0,0.7925979999999999,0.19076300000000002,94.59,175987,0.8497809999999999,0.016318,22771,,USM B-cells,CONTROL
362,Immunodeficiency7828020,40161.0,0.803113,0.28017600000000004,95.09,403748,0.883432,0.017804,40898,,SM B-cells,CONTROL
363,Immunodeficiency7828021,38065.0,0.7974479999999999,0.26872199999999996,95.36,368377,0.877865,0.033393,39393,,USM B-cells,CONTROL
364,Immunodeficiency7828022,19016.0,0.8050229999999999,0.171731,94.91,144868,0.8381790000000001,0.057166999999999996,20218,,SM B-cells,CONTROL
365,Immunodeficiency7828023,37157.0,0.795179,0.262287,95.01,332255,0.8704370000000001,0.008591,37499,,USM B-cells,CONTROL
366,Immunodeficiency7828024,19660.0,0.8116359999999999,0.176155,95.66,141324,0.8369780000000001,0.026106,20239,,SM B-cells,CONTROL
367,Immunodeficiency7828025,42866.0,0.7339399999999999,0.293979,95.3,431809,0.8811829999999999,0.028333999999999998,44128,,SM B-cells,CVID
368,Immunodeficiency7828026,9062.0,0.756257,0.0944,95.39,41132,0.701806,0.14088,11030,,SM B-cells,CONTROL
369,Immunodeficiency7828027,50987.0,0.771328,0.321826,95.22,526170,0.886689,0.025384999999999998,52324,,SM B-cells,CVID
370,Immunodeficiency7828028,19066.0,0.7318359999999999,0.163173,94.94,127105,0.8137989999999999,0.064016,20483,,SM B-cells,CONTROL
371,Immunodeficiency7828029,28833.0,0.78952,0.21994499999999997,95.2,272257,0.869841,0.063894,30818,,SM B-cells,CVID
372,Immunodeficiency7828030,24287.0,0.698386,0.188993,94.65,217054,0.8657090000000001,0.020093,24803,,SM B-cells,CONTROL
373,Immunodeficiency7828031,40767.0,0.776908,0.278487,94.71,392740,0.8751680000000001,0.045068000000000004,42708,,SM B-cells,CVID
374,Immunodeficiency7828032,45963.0,0.756475,0.288509,94.83,458099,0.881433,0.007214,46309,,SM B-cells,CONTROL
375,Immunodeficiency7828033,54266.0,0.742531,0.316469,94.56,526378,0.878367,0.02387,55611,,SM B-cells,CVID
376,Immunodeficiency7828034,40139.0,0.7188899999999999,0.264169,95.16,385435,0.8772559999999999,0.021764,41046,,SM B-cells,CONTROL
377,Immunodeficiency7828035,48467.0,0.7774800000000001,0.305819,94.73,530473,0.888109,0.050002,51026,,SM B-cells,CVID
378,Immunodeficiency7828036,49647.0,0.75959,0.311626,95.11,502510,0.886541,0.010188,50167,,SM B-cells,CONTROL
379,Immunodeficiency7828037,40184.0,0.786502,0.281221,95.1,399341,0.879942,0.035013,41654,,SM B-cells,CVID
380,Immunodeficiency7828038,43837.0,0.727476,0.26207800000000003,95.39,455371,0.886307,0.01288,44417,,SM B-cells,CONTROL
381,Immunodeficiency7828039,38515.0,0.8046300000000001,0.272969,94.76,357352,0.8712120000000001,0.029702,39714,,SM B-cells,CVID
382,Immunodeficiency7828040,21986.0,0.804705,0.182606,95.48,190953,0.8573280000000001,0.06474400000000001,23533,,SM B-cells,CONTROL
383,Immunodeficiency7828041,18823.0,0.805323,0.167742,95.65,142599,0.838269,0.074764,20394,,SM B-cells,CVID
384,Immunodeficiency7828042,38997.0,0.7934760000000001,0.267676,95.17,374684,0.876957,0.037087,40513,,Naive B-cells,CVID
385,Immunodeficiency7828043,8663.0,0.749433,0.08967,95.4,65040,0.8378979999999999,0.06416799999999999,9280,,USM B-cells,CVID
386,Immunodeficiency7828044,33784.0,0.737966,0.24016700000000002,95.11,292737,0.866715,0.016763999999999998,34383,,Naive B-cells,CVID
387,Immunodeficiency7828045,17795.0,0.717869,0.147295,93.95,157864,0.8600979999999999,0.055317,18855,,USM B-cells,CVID
388,Immunodeficiency7828046,22268.0,0.707334,0.162192,94.88,187409,0.8534799999999999,0.026791000000000002,22911,,Naive B-cells,CVID
389,Immunodeficiency7828047,24748.0,0.803017,0.212304,95.23,271842,0.8817450000000001,0.110008,27814,,USM B-cells,CVID
390,Immunodeficiency7828048,41298.0,0.782022,0.272647,95.4,356181,0.8667860000000001,0.014015000000000001,41913,,Naive B-cells,CVID
391,Immunodeficiency7828049,14114.0,0.822601,0.140651,95.37,119435,0.8586739999999999,0.04435,14784,,USM B-cells,CVID
392,Immunodeficiency7828050,38503.0,0.7346630000000001,0.261547,94.83,400134,0.885445,0.031956,39782,,Naive B-cells,CVID
393,Immunodeficiency7828051,40951.0,0.773776,0.282492,95.49,436107,0.888655,0.045431,42907,,USM B-cells,CVID
394,Immunodeficiency7828052,39499.0,0.725418,0.259504,94.99,406098,0.8841969999999999,0.017242,40201,,Naive B-cells,CVID
395,Immunodeficiency7828053,16829.0,0.758736,0.145027,94.93,153264,0.873925,0.009942,17005,,USM B-cells,CVID
396,Immunodeficiency7828054,41337.0,0.7878109999999999,0.27773000000000003,95.34,447487,0.8806579999999999,0.10043099999999999,45965,,Naive B-cells,CVID
397,Immunodeficiency7828055,47393.0,0.763409,0.301926,95.58,491468,0.889275,0.011307,47942,,USM B-cells,CVID
398,Immunodeficiency7828056,46234.0,0.7250479999999999,0.286048,95.26,451363,0.8798879999999999,0.027492000000000003,47555,,Naive B-cells,CVID
399,Immunodeficiency7828057,39010.0,0.781443,0.270861,95.26,432016,0.891389,0.030543,40244,,USM B-cells,CVID
400,Immunodeficiency7828058,56217.0,0.709834,0.31601799999999997,95.59,530681,0.8752280000000001,0.009217,56763,,SM B-cells,CVID
401,Immunodeficiency7828059,22453.0,0.701073,0.175592,95.78,233960,0.881642,0.072956,24226,,USM B-cells,CONTROL
402,Immunodeficiency7828060,28503.0,0.794322,0.22620300000000002,95.53,250412,0.8562709999999999,0.09843400000000001,31651,,SM B-cells,CVID
403,Immunodeficiency7828061,8049.0,0.724584,0.07931,95.43,72040,0.8192879999999999,0.284088,11296,,USM B-cells,CONTROL
404,Immunodeficiency7828062,51293.0,0.768482,0.323563,95.38,456517,0.871898,0.007872,51726,,SM B-cells,CVID
405,Immunodeficiency7828063,38878.0,0.738672,0.277039,95.02,385241,0.8798040000000001,0.023509,39826,,USM B-cells,CONTROL
406,Immunodeficiency7828064,44000.0,0.777619,0.286707,95.42,397798,0.863459,0.047805,46246,,SM B-cells,CVID
407,Immunodeficiency7828065,20289.0,0.7810590000000001,0.167163,95.35,174641,0.8667219999999999,0.007242,20451,,USM B-cells,CONTROL
408,Immunodeficiency7828066,49397.0,0.783866,0.319042,95.55,452618,0.8740680000000001,0.019842,50419,,SM B-cells,CVID
409,Immunodeficiency7828067,35838.0,0.779247,0.265166,95.61,357491,0.879769,0.054007000000000006,37895,,USM B-cells,CONTROL
410,Immunodeficiency7828068,34950.0,0.7838930000000001,0.256173,95.0,325635,0.869972,0.033596,36185,,SM B-cells,CVID
411,Immunodeficiency7828069,33156.0,0.7958729999999999,0.24554,95.48,337181,0.88359,0.041762,34609,,USM B-cells,CONTROL
412,Immunodeficiency7828070,52840.0,0.733985,0.318222,95.22,513473,0.8768600000000001,0.041642,55156,,SM B-cells,CVID
413,Immunodeficiency7828071,33453.0,0.795265,0.243738,95.3,308750,0.873297,0.028714999999999997,34458,,USM B-cells,CONTROL
414,Immunodeficiency7828072,31033.0,0.759143,0.233523,95.05,258757,0.8567110000000001,0.024916999999999998,31862,,SM B-cells,CVID
415,Immunodeficiency7828073,37485.0,0.783714,0.262013,94.98,374688,0.885517,0.006072,37721,,USM B-cells,CONTROL
416,Immunodeficiency7828074,37528.0,0.683978,0.24151799999999998,95.93,356144,0.8788819999999999,0.026461000000000002,38561,,Naive B-cells,CVID
417,Immunodeficiency7828075,38821.0,0.785217,0.270185,96.07,413433,0.8933620000000001,0.016443,39474,,USM B-cells,CVID
418,Immunodeficiency7828076,36727.0,0.78799,0.25707399999999997,95.86,341735,0.8741760000000001,0.018283,37427,,Naive B-cells,CVID
419,Immunodeficiency7828077,33088.0,0.7864270000000001,0.24426900000000001,95.92,315898,0.876448,0.04607,34699,,USM B-cells,CVID
420,Immunodeficiency7828078,43052.0,0.793822,0.28889499999999996,95.87,413151,0.880523,0.021078,43991,,Naive B-cells,CVID
421,Immunodeficiency7828079,35103.0,0.797423,0.255369,95.68,353558,0.885956,0.019906999999999998,35823,,USM B-cells,CVID
422,Immunodeficiency7828080,26923.0,0.772753,0.196522,95.88,228215,0.857136,0.051739999999999994,28423,,Naive B-cells,CVID
423,Immunodeficiency7828081,13444.0,0.805882,0.13426400000000002,95.1,116205,0.8619459999999999,0.036825,13970,,USM B-cells,CVID
424,Immunodeficiency7828082,26664.0,0.739494,0.190618,95.83,248850,0.8695129999999999,0.048801,28048,,Naive B-cells,CVID
425,Immunodeficiency7828083,19410.0,0.819573,0.17613900000000002,95.93,175402,0.8733350000000001,0.019844999999999998,19812,,USM B-cells,CVID
426,Immunodeficiency7828084,40670.0,0.780536,0.27670100000000003,95.55,419447,0.886566,0.033347,42081,,Naive B-cells,CVID
427,Immunodeficiency7828085,25924.0,0.6574220000000001,0.18629,95.41,282462,0.8927219999999999,0.024497,26578,,USM B-cells,CVID
428,Immunodeficiency7828086,29591.0,0.742204,0.198517,95.44,270382,0.8741629999999999,0.008843,29868,,Naive B-cells,CVID
429,Immunodeficiency7828087,26589.0,0.806942,0.21528000000000003,95.92,284455,0.8820610000000001,0.10781199999999999,29809,,USM B-cells,CVID
430,Immunodeficiency7828088,44535.0,0.7425350000000001,0.284149,95.77,467189,0.885595,0.045399,46662,,Naive B-cells,CVID
431,Immunodeficiency7828089,30956.0,0.7723,0.23723899999999998,95.03,335969,0.8937200000000001,0.011337999999999999,31314,,USM B-cells,CVID
432,Immunodeficiency7828090,49631.0,0.766486,0.311031,95.79,442406,0.871157,0.021567,50751,,SM B-cells,CVID
433,Immunodeficiency7828091,36392.0,0.814103,0.266839,96.29,340312,0.8786649999999999,0.016193,37002,,USM B-cells,CONTROL
434,Immunodeficiency7828092,49906.0,0.71196,0.314152,95.95,438869,0.868675,0.015991,50747,,SM B-cells,CVID
435,Immunodeficiency7828093,24672.0,0.803013,0.202587,95.47,202866,0.858232,0.021922999999999998,25251,,USM B-cells,CONTROL
436,Immunodeficiency7828094,43255.0,0.772486,0.276846,95.63,383185,0.8662989999999999,0.044552999999999995,45302,,SM B-cells,CVID
437,Immunodeficiency7828095,12144.0,0.751363,0.116552,95.32,102478,0.8490209999999999,0.092851,13408,,USM B-cells,CONTROL
438,Immunodeficiency7828096,32245.0,0.808318,0.24179099999999998,96.14,251262,0.8437819999999999,0.057522000000000004,34279,,SM B-cells,CVID
439,Immunodeficiency7828097,31691.0,0.766042,0.234118,95.32,305226,0.8781389999999999,0.029342,32660,,USM B-cells,CONTROL
440,Immunodeficiency7828098,38346.0,0.760472,0.257396,95.77,325042,0.865116,0.018807,39109,,SM B-cells,CVID
441,Immunodeficiency7828099,23509.0,0.8247610000000001,0.200431,96.01,206516,0.865608,0.044155,24612,,USM B-cells,CONTROL
442,Immunodeficiency7828100,49642.0,0.775727,0.312913,95.27,495098,0.879542,0.017574,50545,,SM B-cells,CVID
443,Immunodeficiency7828101,27128.0,0.8118770000000001,0.22176300000000002,95.76,271915,0.878923,0.061703999999999995,28921,,USM B-cells,CONTROL
444,Immunodeficiency7828102,53220.0,0.727567,0.32419000000000003,95.86,517303,0.876611,0.046783,55853,,SM B-cells,CVID
445,Immunodeficiency7828103,20020.0,0.807208,0.173517,95.2,163636,0.860131,0.007534999999999999,20191,,USM B-cells,CONTROL
446,Immunodeficiency7828104,44881.0,0.758608,0.287013,95.16,435124,0.877683,0.016932,45670,,SM B-cells,CVID
447,Immunodeficiency7828105,28366.0,0.783832,0.223291,95.4,267989,0.8797940000000001,0.008598,28620,,USM B-cells,CONTROL
448,Immunodeficiency7828106,24508.0,0.6906979999999999,0.17768399999999998,95.68,192213,0.847349,0.058399,26072,,Naive B-cells,CVID
449,Immunodeficiency7828107,8570.0,0.8276530000000001,0.093692,96.29,56078,0.825542,0.019899,8776,,USM B-cells,CVID
450,Immunodeficiency7828108,22466.0,0.723594,0.16153199999999998,95.43,170347,0.843132,0.036951,23375,,Naive B-cells,CVID
451,Immunodeficiency7828109,24024.0,0.7731140000000001,0.199772,95.67,220981,0.859834,0.114355,27152,,USM B-cells,CVID
452,Immunodeficiency7828110,30377.0,0.796421,0.23221999999999998,95.72,244387,0.855131,0.017847,30965,,Naive B-cells,CVID
453,Immunodeficiency7828111,33187.0,0.780109,0.245331,95.43,301415,0.868733,0.035486000000000004,34428,,USM B-cells,CVID
454,Immunodeficiency7828112,27336.0,0.744103,0.19636099999999998,95.9,219500,0.846091,0.065564,29306,,Naive B-cells,CVID
455,Immunodeficiency7828113,36571.0,0.795008,0.274658,95.78,331251,0.8719469999999999,0.029483999999999996,37700,,USM B-cells,CVID
456,Immunodeficiency7828114,29753.0,0.762745,0.20760599999999998,95.73,252492,0.8580479999999999,0.018215000000000002,30336,,Naive B-cells,CVID
457,Immunodeficiency7828115,26630.0,0.755571,0.21439499999999997,95.59,234493,0.8669370000000001,0.015927,27079,,USM B-cells,CVID
458,Immunodeficiency7828116,33556.0,0.797491,0.23580700000000002,95.44,295315,0.864359,0.037683,34896,,Naive B-cells,CVID
459,Immunodeficiency7828117,27465.0,0.799502,0.22025100000000003,95.57,256955,0.872409,0.043898,28739,,USM B-cells,CVID
460,Immunodeficiency7828118,40177.0,0.800162,0.27247,95.43,356365,0.86792,0.027802999999999998,41351,,Naive B-cells,CVID
461,Immunodeficiency7828119,35371.0,0.7568729999999999,0.24515399999999998,95.7,310101,0.869296,0.006739,35631,,USM B-cells,CVID
462,Immunodeficiency7828120,33399.0,0.784144,0.23603200000000002,95.32,301280,0.866626,0.051084,35220,,Naive B-cells,CVID
463,Immunodeficiency7828121,46584.0,0.746478,0.302247,95.26,464886,0.881229,0.03764,48419,,USM B-cells,CVID
464,Immunodeficiency7828122,55158.0,0.758785,0.34217600000000004,95.19,441774,0.854075,0.014155000000000001,56020,,SM B-cells,CVID
465,Immunodeficiency7828123,30165.0,0.800509,0.23569400000000001,95.57,217887,0.8429780000000001,0.009847,30526,,USM B-cells,CONTROL
466,Immunodeficiency7828124,30866.0,0.822836,0.237416,95.2,225519,0.8358180000000001,0.041399,32284,,SM B-cells,CVID
