"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic11"	"Topic12"	"Topic13"	"Topic14"	"Topic15"	"Topic16"	"Topic17"	"Topic18"	"celltype"	"TREATMENT"
"Immunodeficiency7827830"	0.0242330313145764	0.121371800985535	0.0465506278811	0.0516293117151486	0.0403989826736608	0.0335320298839612	0.0507709426164362	0.133245906851057	0.0881815291686536	0.00377523446192974	0.0557780956922588	0.0526307423303131	0.0656493403274519	0.0532029883961214	0.00198696550627881	0.0496979812430456	0.0801700842473375	0.0471944047051343	"SM B-cells"	"CONTROL"
"Immunodeficiency7827831"	0.032500226387757	0.120764285067464	0.0394276917504301	0.0288327447251653	0.0483111473331522	0.0236167708050349	0.0691750430136738	0.135108213347822	0.0788734945214163	0.00845784659965589	0.0813184822964774	0.0408946844154668	0.0650185637960699	0.0482296477406502	0.0162818074798515	0.0484741465181563	0.0818074798514896	0.0329077243502671	"USM B-cells"	"CONTROL"
"Immunodeficiency7827832"	0.0117870405140401	0.191096090457713	0.0181708182083698	0.0179830600408896	0.0403262819710435	0.00446447198230901	0.0407017983060041	0.180769391246297	0.0966537322151291	0.0157299620311261	0.0510284975174198	0.0485876413401761	0.065673634580882	0.0423916218133267	0.0106604915091584	0.0470855760003338	0.0882046146785163	0.0286852755872658	"SM B-cells"	"CONTROL"
"Immunodeficiency7827833"	0.0377034307231576	0.117694759576398	0.0507101508618959	0.0371976138288733	0.0530224566643383	0.0343072315758203	0.0489759215100642	0.120729660942104	0.0859728143491421	0.00930542508691219	0.0583696638324863	0.0335846360125571	0.063644611444308	0.0590199998394232	0.0168926785011762	0.0437009738982425	0.0866954099124054	0.042472561440695	"USM B-cells"	"CONTROL"
"Immunodeficiency7827834"	0.0651365016340723	0.0770481049985778	0.0521277769070465	0.0408431000354097	0.043455293755696	0.0433508060068846	0.0693160115865304	0.0762122030080862	0.0603823090631512	0.0150868699533869	0.0855116126523054	0.100453360732343	0.057561139845242	0.046694413968851	0.0244385234720118	0.0461719752247938	0.0540085563856527	0.0422014407699586	"SM B-cells"	"CONTROL"
"Immunodeficiency7827835"	0.0299021725883826	0.0733262427848129	0.0608125325445098	0.0618594963494754	0.0647012552486678	0.0646015444100996	0.0424657382479698	0.0728775440112562	0.0616600746723391	0.00991014945546803	0.0542316171990118	0.103837759386668	0.0509910149455468	0.0556275689389659	0.0331427748418475	0.0588681711924308	0.0627568938965888	0.0384274492859596	"SM B-cells"	"CVID"
"Immunodeficiency7827836"	0.0463224252025678	0.108776012013796	0.0561991517731901	0.0252322722246976	0.0391190983051966	0.0282769774081225	0.0666699671600904	0.124073799032955	0.080705315444659	0.0171378121029094	0.0573130683037114	0.0782546990775121	0.0619172566298662	0.0428321534069343	0.0183259897354655	0.0391933594072314	0.0749872105879829	0.0346634321831114	"SM B-cells"	"CONTROL"
"Immunodeficiency7827837"	0.0188143765066842	0.139327197019505	0.0433705895244357	0.0349879465264081	0.0454415954415954	0.0230550076703923	0.040609248301556	0.152443567828183	0.0885382423843962	0.0170392285776901	0.0584593469208854	0.0497808459346921	0.0555007670392286	0.0551062897216743	0.020885382423844	0.0470195047118124	0.0805500767039229	0.0290707867630945	"SM B-cells"	"CVID"
"Immunodeficiency7827838"	0.043221297152842	0.158045533970603	0.0309641278651454	0.028998355432213	0.027957652379484	0.0251824442388735	0.0404460890122315	0.1571204645904	0.0997661630177819	0.0152379484016857	0.0455339706033508	0.0678512694007606	0.0635728235173194	0.0376708808716209	0.0196320279576524	0.0291139891047384	0.0862370233323055	0.0234479391509919	"SM B-cells"	"CONTROL"
"Immunodeficiency7827839"	0.0349748017864445	0.0663278582315049	0.0592543028140218	0.0588719484671308	0.0614050460152836	0.0668058011651187	0.032346115651569	0.0717286133813401	0.0580594454799875	0.0317247898378711	0.0502211813687224	0.0791845231457142	0.0562910566256167	0.061596223188729	0.0414270313902298	0.0656587381244457	0.0634124063364612	0.0407101169898092	"SM B-cells"	"CVID"
"Immunodeficiency7827840"	0.0362291822023366	0.0906475267213522	0.0521687795177728	0.0500434998757146	0.0620121799652001	0.0554126273924932	0.0287347750434999	0.0892493164305245	0.0702336564752672	0.0278399204573701	0.0459047974148645	0.0346631866766095	0.0649204573701218	0.0647526721352225	0.045625155356699	0.059383544618444	0.0695625155356699	0.0526162068108377	"SM B-cells"	"CONTROL"
"Immunodeficiency7827841"	0.0334244030710404	0.0792367029136285	0.0573075925624371	0.0406436398945762	0.0576875523952547	0.0563848329684513	0.0428691189153655	0.0877043791878509	0.0679464678813319	0.00867273396177483	0.061052910914497	0.0995916939574324	0.0525852346402745	0.0571990326102034	0.0187145295433848	0.0658295488127763	0.0694663072126026	0.0436833185571176	"SM B-cells"	"CVID"
"Immunodeficiency7827842"	0.0437282174260592	0.0919584332533973	0.0586922462030376	0.0498864908073541	0.0456850519584333	0.0377426059152678	0.0625483613109512	0.0997857713828937	0.0718721023181455	0.0133397282174261	0.0729080735411671	0.0498289368505196	0.0666922462030376	0.055814548361311	0.0135699440447642	0.0530519584332534	0.0683037569944045	0.0445915267785771	"SM B-cells"	"CONTROL"
"Immunodeficiency7827843"	0.0367948343408466	0.102998569256238	0.0500086144257923	0.0383454309834678	0.0456939107245856	0.0424578829486805	0.0508850386151	0.1145269182079	0.0816273024861982	0.0138055536828543	0.0659865015693237	0.0540536491456737	0.0638965669640516	0.0551323250709754	0.0211540334239721	0.0477838453298576	0.0774474332756541	0.0374015895488288	"SM B-cells"	"CVID"
"Immunodeficiency7827844"	0.0231429021089078	0.115069247717973	0.0502675480012591	0.0378029587661316	0.0482845451683979	0.0345451683978596	0.0492760465848285	0.109049417689644	0.0763298709474347	0.0096868114573497	0.0595451683978596	0.0822788794460183	0.0626613157066415	0.0608199559332704	0.00982845451683978	0.0593327038086245	0.0807208057916273	0.0313581995593327	"SM B-cells"	"CONTROL"
"Immunodeficiency7827845"	0.0394790191341054	0.0691715959898914	0.0612235829931406	0.0573245577494515	0.060173845427532	0.0612235829931406	0.0472270821183593	0.0777694465272571	0.0602238329306562	0.0104862673220584	0.0526757199588992	0.109411536004888	0.0487267072120859	0.0615235080118859	0.0172345802438279	0.0595739953900414	0.0652225832430781	0.0413285567497015	"SM B-cells"	"CVID"
"Immunodeficiency7827846"	0.0368166475275777	0.10302397605874	0.0470264815394787	0.0400111354699516	0.0500330584264189	0.0323694192156453	0.0555451160524759	0.102272331837005	0.0757768730208442	0.0211573929080976	0.06174618088179	0.0465253853916554	0.0742735845773741	0.0635000173991718	0.0185892751505028	0.0526638132024916	0.0724571110415144	0.0462122002992658	"SM B-cells"	"CONTROL"
"Immunodeficiency7827847"	0.0342608366458452	0.0685328077852379	0.0635723909097995	0.0694347017625903	0.0670296511563172	0.0714389106011513	0.0437808286290098	0.0753471178363452	0.0657770206322165	0.00570086069635123	0.0537517676008507	0.0682822816804178	0.0561568182071239	0.06046586721003	0.0185277972631415	0.0689837547739141	0.0640233378984757	0.0449332487111824	"SM B-cells"	"CVID"
"Immunodeficiency7827848"	0.049966201306138	0.0795302819537321	0.0578097329065201	0.0529829442293619	0.0515751308651907	0.0451394126289797	0.0628879168272803	0.0765638180792286	0.0560499662013061	0.0131619376428065	0.0708822855738236	0.0958709727878615	0.0572566633705957	0.0540890833012106	0.0165809129557935	0.0584130814911649	0.0645974044837738	0.0366422533952324	"SM B-cells"	"CONTROL"
"Immunodeficiency7827849"	0.0311437424591423	0.10289843150159	0.0653243939892509	0.0551442360425579	0.0639053416694088	0.0505785894482834	0.0360795766151146	0.10474936931008	0.0809956674344631	0.00769853021827355	0.0415089941866842	0.0544655588461117	0.0675455193594384	0.0655711856970495	0.0056008007019853	0.0558846111659537	0.0740854996161018	0.0368199517385105	"SM B-cells"	"CVID"
"Immunodeficiency7827850"	0.0413208165199635	0.0916877487159116	0.0553081463825991	0.0430143497320315	0.0522346972199572	0.0476558852021437	0.0559353809055873	0.0973328594228049	0.0640894297044332	0.0108372187027396	0.0473422679406497	0.106427760006133	0.0524855910291525	0.0578170844745517	0.0176113515510116	0.0549318056688062	0.0706753921958087	0.0332922146257152	"SM B-cells"	"CONTROL"
"Immunodeficiency7827851"	0.0502346445824707	0.0979365079365079	0.0524085576259489	0.0473153899240856	0.0443340234644582	0.0317253278122843	0.0606694271911663	0.100793650793651	0.080048309178744	0.0224085576259489	0.0665700483091787	0.0337750172532781	0.0712905452035887	0.0596135265700483	0.0227191166321601	0.0490545203588682	0.0681849551414769	0.0409178743961353	"USM B-cells"	"CONTROL"
"Immunodeficiency7827852"	0.0329222813069803	0.0829537296459362	0.0512194966995127	0.0473885172267012	0.0485892719868362	0.0611114287711006	0.0425283193880598	0.0981061111428771	0.0676869905527919	0.00541927942007992	0.0662003418021486	0.092845661717524	0.0522487150653427	0.0619119319445239	0.0215437004847491	0.0609398923767956	0.0698026060825535	0.0365817243854868	"SM B-cells"	"CONTROL"
"Immunodeficiency7827853"	0.045744689224182	0.111268525733355	0.0548826080454613	0.0334899608824664	0.037244299622992	0.0339149803625259	0.0556618104255704	0.118635530054387	0.085058991129686	0.0293814392418912	0.0572910517657985	0.0220852715008697	0.0689790874674348	0.060337024706225	0.0179767498602945	0.0395110701833093	0.0819421816092497	0.046594728184301	"USM B-cells"	"CONTROL"
"Immunodeficiency7827854"	0.0380546421467138	0.122015182884748	0.0382738602687452	0.0363008971704624	0.0471156578573458	0.0328664799253035	0.0563958916900093	0.13107619859538	0.0781715584784639	0.0170097024316973	0.0612186903747006	0.0369585515365567	0.0658222709373605	0.0528153290301628	0.0148905939187269	0.0472618032720335	0.0810944667722161	0.0426582227093736	"SM B-cells"	"CONTROL"
"Immunodeficiency7827855"	0.0370911451992533	0.11430078727376	0.0473175878581284	0.0405243080918757	0.039793847901956	0.0389172956740524	0.0584205827449071	0.117733950166383	0.0787273760246733	0.0177339501663826	0.0549143738332928	0.0528690853015177	0.0622189757324893	0.054330005681357	0.0151042934826719	0.0454914373833293	0.0840597354110868	0.0404512620728837	"USM B-cells"	"CONTROL"
"Immunodeficiency7827856"	0.034557794570389	0.100867618247971	0.0560943184998601	0.0448852504897845	0.0422404142177442	0.0428701371396586	0.057668625804646	0.110439406661069	0.0817240414217744	0.0096837391547719	0.0599356283235376	0.05521270640918	0.0652253008676183	0.0579205149734117	0.0137139658550238	0.0506157290792052	0.0802756787013714	0.0360691295829835	"SM B-cells"	"CONTROL"
"Immunodeficiency7827857"	0.0343954927496075	0.133231735476125	0.0442043040546781	0.0358086265816939	0.0282442043040547	0.0349773713863489	0.0572550106215942	0.135143622425418	0.0914195991502725	0.0145284935808627	0.0596656506880946	0.047363073796989	0.0585850189341461	0.0575875126997322	0.0158585018934146	0.0372217604137804	0.0782026415442874	0.0363073796989009	"USM B-cells"	"CONTROL"
"Immunodeficiency7827858"	0.0365375985883892	0.109437865547113	0.0487903195138461	0.0364006966786076	0.0394809896486945	0.0527604748975137	0.0388649310546771	0.107110533080825	0.0693940569359831	0.0140172344293092	0.04577847749865	0.116556764855759	0.0565252774165089	0.0492694761980819	0.0298978559639796	0.0535818863562036	0.0698732136202189	0.0257223477156395	"SM B-cells"	"CONTROL"
"Immunodeficiency7827859"	0.0401158161418748	0.100311255881288	0.0556858487151647	0.0493014838943178	0.0481939920376403	0.0506695620702135	0.0558161418747738	0.108063698878031	0.0795294969236337	0.0168584871516468	0.0496923633731451	0.0433731451321028	0.0573796597900832	0.0588128845457836	0.0205066956207021	0.0466304741223308	0.076532754252624	0.0425262395946435	"USM B-cells"	"CONTROL"
"Immunodeficiency7827860"	0.0408042271578589	0.110770211283784	0.0559446260106568	0.0362020794889467	0.0480075887265909	0.0367356618273713	0.0586125377027798	0.115972639083424	0.0815565782550375	0.0171265108902673	0.0630812897870858	0.0288653223356085	0.0639483610870258	0.0586125377027798	0.00745533100632147	0.0552776480876261	0.0764208482477008	0.0446060013191341	"SM B-cells"	"CONTROL"
"Immunodeficiency7827861"	0.0216793340571842	0.10076728193992	0.0513861744480637	0.0515816141874774	0.0629822656532754	0.038161418747738	0.017705392689106	0.104024610930148	0.0889106044154904	0.0712558812884546	0.00988780311255881	0.0102786825913862	0.0700180962721679	0.0618747737965979	0.0543177705392689	0.0519073470865002	0.0793340571842201	0.0539268910604416	"USM B-cells"	"CONTROL"
"Immunodeficiency7827862"	0.0192965020854979	0.118022616735179	0.0478234027495445	0.0440966105012724	0.0506015569709837	0.0405730978301787	0.027969764045113	0.111178870970171	0.0878017195946455	0.0201773802532713	0.0512791555615787	0.0806191745343392	0.0617141738567406	0.06313713089699	0.0249205703874358	0.0466714851455331	0.077298941440424	0.0268178464411016	"SM B-cells"	"CONTROL"
"Immunodeficiency7827863"	0.0388849501752728	0.12794911182008	0.0483674032061129	0.0369352869352869	0.0325928551735003	0.0265666233408169	0.0595336563078499	0.147357123163575	0.079562015045886	0.0104375910827524	0.0723837094804837	0.046594982078853	0.057672614124227	0.0552798456024262	0.014425538619087	0.0334790657371303	0.0824865099058647	0.0294911182007956	"USM B-cells"	"CONTROL"
"Immunodeficiency7827864"	0.0219140441165308	0.109289368614413	0.049171866223376	0.0519727953120493	0.0596924291418075	0.0445264228567959	0.0266278028267371	0.11202198235946	0.0816899697894369	0.0350305900927571	0.0220506748037832	0.0614686280760881	0.0688466851877154	0.0424769625480105	0.0478738746944786	0.0429551699533938	0.0739703359596788	0.048420397443488	"SM B-cells"	"CONTROL"
"Immunodeficiency7827865"	0.0458792601038895	0.105101038895224	0.0437412897504118	0.0459505257823388	0.0458079944254403	0.0244282908906626	0.0500126694539465	0.115933422019511	0.0851466489294311	0.073530343342202	0.0152350183707082	0.0178718484733308	0.0621278347903205	0.0501552008108451	0.0477321677435703	0.043812555428861	0.0698245280628405	0.0577093627264665	"USM B-cells"	"CONTROL"
"Immunodeficiency7827866"	0.0257493153139318	0.170646804371753	0.041874632061225	0.00593821188154291	0.0163044869333743	0.014231231923008	0.0497069287670532	0.19667767283524	0.102920474033121	0.0144615935908265	0.0448693337428652	0.0379584837083109	0.0499372904348716	0.0395710153830403	0.00685965855281681	0.0393406537152218	0.107066984053853	0.0358852286979447	"SM B-cells"	"CONTROL"
"Immunodeficiency7827867"	0.0230683269476373	0.139755519065864	0.0475962415617588	0.0147555190658639	0.0408228425469805	0.0276865535486225	0.0528302317095421	0.153097062579821	0.0919312169312169	0.010958310527276	0.0548827768655355	0.0538565042875388	0.0678138113482941	0.0390781791643861	0.00408228425469805	0.0449279328589673	0.0971652070790002	0.0356914796569969	"SM B-cells"	"CVID"
"Immunodeficiency7827868"	0.0268496191679106	0.133377349102461	0.0443315344279864	0.0356336357025299	0.0494124851685995	0.0233187889922303	0.0513070769701841	0.147500669805182	0.0826539595054924	0.0121234738010487	0.0637941592988097	0.0591437976040112	0.0578520304665672	0.0481207180311555	0.0155681861675661	0.0410590576797948	0.0862709074903357	0.0216825506181345	"SM B-cells"	"CONTROL"
"Immunodeficiency7827869"	0.0298808037572083	0.110405148326497	0.0598433505736877	0.0515501456512693	0.0547604185244635	0.0503462933238214	0.0385752927887759	0.117628262291184	0.0873981927352714	0.00352981392307235	0.0461996908626122	0.0485405148326497	0.0589070209856727	0.0681365554961061	0.00734201295999049	0.0431900600439926	0.0831178289043458	0.0406485940193805	"SM B-cells"	"CVID"
"Immunodeficiency7827870"	0.0385223515883283	0.108584311144398	0.0500972137112942	0.0524121861358874	0.0492801646202613	0.0383180893155701	0.0386585264368338	0.12451676841954	0.0916305425054659	0.0069297867350567	0.0663020206834464	0.0296028990112193	0.0713404900781492	0.0628976494708094	0.00400202749218886	0.0451268317408441	0.0813493414433021	0.040428799467405	"SM B-cells"	"CONTROL"
"Immunodeficiency7827871"	0.0159991172900805	0.0823471808451948	0.0554728015006069	0.0653412225532384	0.0605001103387399	0.0709271212622752	0.0225780646585016	0.0976153039832285	0.0714236455919673	0.0295914708154033	0.012585512523447	0.0619276177866049	0.0599415204678363	0.0550383427121262	0.0533005075582037	0.0605621758799515	0.0747131192761779	0.0501351649564162	"SM B-cells"	"CVID"
"Immunodeficiency7827872"	0.0376748482449195	0.160151095275798	0.0351510952757984	0.0222354183161784	0.0330727104776986	0.0157033518078649	0.0341119028767485	0.170988387437319	0.100323304301927	0.0171879123779361	0.0548957508577461	0.0494028767484824	0.0641000263921879	0.0425738981261547	0.00649907627342307	0.0271344681974136	0.094830430192663	0.0339634468197414	"SM B-cells"	"CONTROL"
"Immunodeficiency7827873"	0.0242104173138656	0.139867453660557	0.0519830175002589	0.0409858133996065	0.0353008180594388	0.0280314797556177	0.0426633530081806	0.151051051051051	0.0916847882365124	0.0176866521694108	0.0494667080873977	0.0707155431293362	0.0452728590659625	0.0490007248627938	0.0108832970901936	0.0385627006316661	0.0796624210417314	0.0329709019364192	"SM B-cells"	"CVID"
"Immunodeficiency7827874"	0.0388142461079121	0.179649178929409	0.0366549370867989	0.021299850714438	0.022979313286415	0.00786415013862231	0.0352153977393901	0.195724034975475	0.0808008104073363	0.0136223075282576	0.0380944764342077	0.0414534015781617	0.0568084879505225	0.0308967796971636	0.0117029217317125	0.0361750906376626	0.0997547451482192	0.052489869908296	"SM B-cells"	"CONTROL"
"Immunodeficiency7827875"	0.0300574983716282	0.0675044359095299	0.0675549715877187	0.0665947937021315	0.0627540821597826	0.0659378298856771	0.0327358893156346	0.079430855962087	0.0689699705770051	0.00948947734878602	0.0505749837162815	0.0818060328369607	0.0579531927318465	0.0559317656042944	0.0273285717494329	0.0666453293803203	0.0677065786222851	0.041023740538598	"SM B-cells"	"CVID"
"Immunodeficiency7827876"	0.0386811064937246	0.170906267052848	0.0328254208118205	0.0209251563614994	0.0197917978424212	0.0211140494480124	0.057948201318054	0.181106493724552	0.0817487302186962	0.00675817487302187	0.0713596104604794	0.0587037736641061	0.0683373210762708	0.0426478613104983	0.00732485413256097	0.0220585148805776	0.0768375099693573	0.0209251563614994	"SM B-cells"	"CONTROL"
"Immunodeficiency7827877"	0.0206743080610984	0.126042101301655	0.0448256960295838	0.0508635430217052	0.0482127809276031	0.0412913465707811	0.0223678505101081	0.132742638817302	0.0860597730489491	0.0173608554434709	0.0271539487355701	0.0832617463940636	0.0557232735275589	0.0581531387804858	0.021042469463057	0.0473291935629024	0.0839980691979808	0.0328972666061246	"SM B-cells"	"CVID"
"Immunodeficiency7827878"	0.0372321568433463	0.113510260278829	0.0496236386271261	0.0286991005251746	0.0466556190381968	0.033002728929122	0.0600117071883786	0.124269331288698	0.0783392281500169	0.00814556487183926	0.0537788660516271	0.0839784653689826	0.0537788660516271	0.0603827096369947	0.00502914430346351	0.0530368611543947	0.0755196095405341	0.0350061421516493	"SM B-cells"	"CONTROL"
"Immunodeficiency7827879"	0.0462170664318485	0.0852109215975293	0.0616078664088772	0.0501221947842289	0.0599998723814264	0.0552907470153206	0.0537976097041163	0.0902071887542513	0.0760223842978107	0.0028012276906781	0.0577027380564967	0.0741272484797438	0.0545441783597185	0.0581047365633594	0.0100372008142065	0.0524193291091586	0.074184676837867	0.0376028127133623	"SM B-cells"	"CVID"
"Immunodeficiency7827880"	0.00717149272857663	0.15318778730058	0.0306610705510293	0.0437813752806875	0.0414535792802643	0.0339411467334438	0.0317191596421308	0.161440882211171	0.0910779576529233	0.0270635676412843	0.0154245876391681	0.0539390305552616	0.0643083036480561	0.04558012673556	0.0337295289152236	0.0387025476434005	0.0910779576529233	0.0357398981883163	"SM B-cells"	"CONTROL"
"Immunodeficiency7827881"	0.0126348486756496	0.142121059480334	0.0315241573269529	0.0187738739873232	0.0554191327708517	0.0468244973345087	0.0350186794274441	0.142026612937078	0.0867753851320153	0.0139571002812408	0.0412521512823742	0.0919699450111237	0.0579691894387777	0.0425744028879654	0.014901565713806	0.0500356798052302	0.0883809763673761	0.0278407421399488	"SM B-cells"	"CVID"
"Immunodeficiency7827882"	0.0396180270141362	0.138987832475822	0.0388873666798591	0.0234521671182553	0.0317634284206574	0.0140449153144376	0.0620858322931572	0.156797678123827	0.0893029297449792	0.0199815305304391	0.0685704427598665	0.0370607158441664	0.0671091220913123	0.0443673191869374	0.0134969200637298	0.0313980982535188	0.079530347774023	0.0435453263108757	"SM B-cells"	"CONTROL"
"Immunodeficiency7827883"	0.0389121567983357	0.0998261750294271	0.05375571432482	0.0451944923489639	0.0488899838493334	0.0408830855985328	0.0554186854999863	0.103398483479784	0.0770989023021543	0.0176014891462046	0.0628096685007254	0.0507377295995182	0.0612082888505653	0.0600996414004544	0.0129821247707427	0.0511688702745613	0.0750663819769511	0.0449481262489393	"USM B-cells"	"CONTROL"
"Immunodeficiency7827884"	0.0544890839008486	0.112009994362936	0.0422856011091305	0.0378292731233908	0.0454393101451925	0.0332358273534744	0.0588768529945001	0.118385971327148	0.0863004098298216	0.017124487712723	0.0780733427792251	0.0320703261879732	0.0618934442463854	0.0515410515410515	0.0184271066624008	0.0376235964471259	0.078484696131755	0.0359096241449183	"SM B-cells"	"CONTROL"
"Immunodeficiency7827885"	0.0275172897053895	0.0830697986168236	0.0497273253511257	0.0597629710873473	0.0623404320141364	0.0504950796697438	0.018413917070347	0.0798342625597904	0.0679889102153977	0.0758858117783262	0.0128751180574597	0.0158364561435579	0.073034152880602	0.0640404594339335	0.0712792858666179	0.0610242817536484	0.0747341803003991	0.0521402674953539	"USM B-cells"	"CONTROL"
"Immunodeficiency7827886"	0.0307625928931134	0.0966023981556612	0.0576549077186611	0.0500045078113932	0.0477441623842458	0.0540615380652474	0.0432234715299512	0.0913862164007058	0.0723181742075912	0.00914441739757609	0.0592197622451477	0.100079852658965	0.0542354107904125	0.0541194956403024	0.0180119263810002	0.0541774532153575	0.0759695014360599	0.0312842110686089	"SM B-cells"	"CONTROL"
"Immunodeficiency7827887"	0.0316884129576972	0.100355603955338	0.0514113242045966	0.0564328016079483	0.0553438065084263	0.0454823508849766	0.0155954853758714	0.0961811227405032	0.0791201995146577	0.0768817095878624	0.00694402430744617	0.0108765066112758	0.0658102594093882	0.0659917585926419	0.0567353002467045	0.0534078152203871	0.0771237084988673	0.0546178097754116	"USM B-cells"	"CONTROL"
"Immunodeficiency7827888"	0.0386008670348596	0.1042074945068	0.0464843518023636	0.0384004394560247	0.0394025773501989	0.0404047152443732	0.0613159926361423	0.117970188253459	0.07748381732882	0.0152176495041273	0.0673288200011877	0.0516954688520696	0.0637211235821605	0.0583095789536196	0.0211636676762278	0.0363293544747313	0.0832962171150306	0.0386676762278045	"SM B-cells"	"CONTROL"
"Immunodeficiency7827889"	0.0426919951550833	0.105200619413397	0.0564908084571394	0.0456587400150254	0.0509022890698067	0.0394492740291002	0.0425540070220628	0.11072014473422	0.0783619275408982	0.0316529445134385	0.0442788586848198	0.00819496189994327	0.0680818116308664	0.0697376692271131	0.0285482115204759	0.0498673780721525	0.0796038207380832	0.0480045382763749	"USM B-cells"	"CONTROL"
"Immunodeficiency7827890"	0.0297835462663931	0.096019607444871	0.0402643213562719	0.0595196988469793	0.0598853072803472	0.0372785191504343	0.0208261396488805	0.103758319284491	0.0828577038436279	0.0650647600863919	0.0194246406543037	0.00711582339758563	0.0676849538588616	0.057874460896824	0.0581181998524025	0.0566557661189311	0.0778001205153725	0.0600681114970311	"SM B-cells"	"CONTROL"
"Immunodeficiency7827891"	0.040687399986085	0.101614137619147	0.0514575941000487	0.0487650455715578	0.0442565922215265	0.0421902177694288	0.0679259723091908	0.101551520211508	0.0714951645446323	0.0187713073123217	0.0638558408126348	0.042816391845822	0.0581576567174563	0.0672371808251583	0.0071244694914075	0.0503930981701802	0.0783830793849579	0.0433173311069366	"USM B-cells"	"CONTROL"
"Immunodeficiency7827892"	0.0545552952138228	0.0939559611405708	0.0509790219372165	0.0425932777024157	0.047217769008372	0.0372905276715858	0.0548019347501405	0.102403365259451	0.0707101848426303	0.0199024403611899	0.0754579959167455	0.0433331963113687	0.0575149696496348	0.0496841643715488	0.0242186322467492	0.0533220975322344	0.0759512749893808	0.0461078910949425	"SM B-cells"	"CONTROL"
"Immunodeficiency7827893"	0.0273541837769047	0.104866336670292	0.0481972283264153	0.0471983603767582	0.0560549895303841	0.0412051526788159	0.036410586520462	0.103201556754197	0.0830910153677684	0.0519929265351121	0.0211612024890309	0.0123711645320489	0.0703055056121581	0.0544568008109328	0.0424703854150481	0.0541238448277138	0.0831576065644122	0.0623811532115454	"USM B-cells"	"CONTROL"
"Immunodeficiency7827894"	0.0344504135755095	0.107707931192198	0.0537066753490391	0.0404505531136383	0.0407993984356225	0.0271944308782375	0.0374504833445739	0.119638441204059	0.0748467018612836	0.0311014984844609	0.051962448739118	0.0813352248501903	0.0571253595044846	0.0431715466251153	0.0327759560299852	0.0522415249967054	0.0792421529182849	0.0347992588974937	"SM B-cells"	"CONTROL"
"Immunodeficiency7827895"	0.0347519618042954	0.108933568830498	0.0483978934294678	0.0436798851548071	0.0446960715524264	0.0426636987571879	0.0605921302008984	0.117716322695636	0.0815691208374666	0.0174042083020816	0.0505754357100804	0.0466558596049777	0.0573984015226666	0.059430774317905	0.0150089117934077	0.0454219189792972	0.0809158581532829	0.0441879783536167	"USM B-cells"	"CONTROL"
"Immunodeficiency7827896"	0.0244214595413467	0.163231990806039	0.0298281356109283	0.0247740688502325	0.0408765606226819	0.0221882672517369	0.0422869978582249	0.16146894426161	0.0923575197200021	0.0167815911821554	0.0434623622211775	0.0724938619861046	0.0518074491981403	0.048869038290759	0.0111398422399833	0.0372329310975291	0.0945907120096119	0.0221882672517369	"SM B-cells"	"CONTROL"
"Immunodeficiency7827897"	0.0479203374446046	0.103062096214427	0.0484609429227401	0.0450371082278819	0.0452773773292755	0.0406521971274494	0.0586723797319665	0.0992177905921299	0.073989534945806	0.0212504671899194	0.0714066421058252	0.0311015003470554	0.0618559453254311	0.0639582999626248	0.0153638742057771	0.054287468631534	0.077233167814619	0.0412528698809333	"USM B-cells"	"CONTROL"
"Immunodeficiency7827898"	0.0340137459884578	0.0968004076966517	0.0519262289437076	0.0413274933542691	0.0494469925485173	0.047215679792846	0.0726898337534262	0.104052174152583	0.0702725782681156	0.00785780201920031	0.0614712890651901	0.0895486412407201	0.0552731980772144	0.0521121716733468	0.0118245802515048	0.0477735079817638	0.0739914328609011	0.0324022423315841	"SM B-cells"	"CONTROL"
"Immunodeficiency7827899"	0.0275589225589226	0.124074074074074	0.047483164983165	0.043013468013468	0.0446801346801347	0.0381649831649832	0.0523316498316498	0.129907407407407	0.0776346801346801	0.00793771043771044	0.0611195286195286	0.0579377104377104	0.0618013468013468	0.0541498316498317	0.0107407407407407	0.0393771043771044	0.084452861952862	0.0376346801346801	"SM B-cells"	"CVID"
"Immunodeficiency7827900"	0.0364316160649273	0.118899770103658	0.0534406728354155	0.0270803164551784	0.0414386111315645	0.0341490153727839	0.0656636313804416	0.122875913244811	0.084218966039156	0.0192752947336557	0.0675044383902347	0.0388614813178542	0.0689770839980692	0.0552078475648169	0.0158145775552447	0.0380515262335452	0.0711124201294292	0.0409968174492142	"SM B-cells"	"CONTROL"
"Immunodeficiency7827901"	0.0266448856032709	0.134710339544628	0.0518130889424186	0.0420116104143017	0.0398519626030217	0.0381906950558832	0.0301335474522616	0.143764247676533	0.0807191442626279	0.0116934776790247	0.0455002722632925	0.0798054471117018	0.0538896733763417	0.0462478426595048	0.023239287131637	0.0331238290371109	0.0927633339793818	0.0258973152070585	"SM B-cells"	"CVID"
"Immunodeficiency7827902"	0.0392836266576521	0.105075602318424	0.0494883550597565	0.0475234694668047	0.0550660948074905	0.0295225820991176	0.0612776686174671	0.112871761284007	0.0800391568598452	0.00594395498369638	0.0719260808631411	0.0410583620319312	0.0669821751776496	0.0602001507116548	0.00828914101399365	0.0438472319057982	0.0806096075158635	0.0409949786257069	"SM B-cells"	"CONTROL"
