"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic11"	"Topic12"	"Topic13"	"Topic14"	"Topic15"	"Topic16"	"Topic17"	"Topic18"	"celltype"	"TREATMENT"
"Immunodeficiency7828318"	0.0299623019764224	0.175481031139003	0.0281972500054477	0.0387875618312959	0.0356496916606742	0.00525157438277658	0.0225098603211959	0.180776187051927	0.109585757555948	0.02780501623412	0.0297661850907585	0.023686561635179	0.0678128609095465	0.0436904839728923	0.0199603408075658	0.0301584188620862	0.105663419842671	0.0252554967204899	"SM B-cells"	"CVID"
"Immunodeficiency7828319"	0.0375960520708758	0.0924024358392786	0.0517615846701582	0.0476789420869589	0.0424828515265234	0.0490398229480253	0.066731274141889	0.0992686983655683	0.0778657539142508	0.00171828391548792	0.072855238016688	0.081391672508832	0.0580711232078299	0.0513904353444128	0.00611021760347506	0.054359629950376	0.0755769997388208	0.0336989841505492	"USM B-cells"	"CONTROL"
"Immunodeficiency7828320"	0.0148238262593494	0.122528611336397	0.0447508335586195	0.040776786518879	0.0449941425610525	0.03534288546454	0.027313688384248	0.134694061458052	0.0766243128773542	0.019203388303145	0.0467784085788952	0.0904929260160404	0.0603226097143372	0.0550509146616203	0.013769487248806	0.0578084166891953	0.0912228530233396	0.0235018473461296	"SM B-cells"	"CVID"
"Immunodeficiency7828321"	0.0398011461434097	0.128374136848713	0.0424437559484033	0.0316910677763603	0.0282283376870583	0.0273170929267157	0.0752485673207379	0.14176943482575	0.0906486037705283	0.0114614340967539	0.061762144867667	0.0549278091650973	0.056203551829577	0.0484579713666646	0.00717858372314359	0.0376141587185874	0.0781645505538343	0.0387076524309985	"USM B-cells"	"CONTROL"
"Immunodeficiency7828322"	0.0375406308657236	0.0922230724455694	0.0605555228546576	0.0403659884500428	0.054963669302359	0.0465464581657412	0.0433090692670421	0.103759949248206	0.0749766188579538	0.0275341560879262	0.047252797561821	0.0478414137252209	0.0579067501193583	0.0562586248618387	0.0363045369225839	0.0507256329258801	0.0709740289468349	0.0509610793912401	"SM B-cells"	"CVID"
"Immunodeficiency7828323"	0.0360218200945085	0.1223011206977	0.0315169716559348	0.034800166280658	0.0502998990438862	0.0222018613253247	0.0699227134288599	0.131463524301579	0.0776344031287912	0.0142611115352965	0.0816811313871709	0.0562554613864074	0.0657996318071144	0.0473221178726256	0.00341893393737327	0.042359149253858	0.0794668838495669	0.0332730990133449	"USM B-cells"	"CONTROL"
"Immunodeficiency7828324"	0.0379441614526396	0.116305755200459	0.0439451383558564	0.037734825049039	0.0532257189154824	0.0368277006334365	0.0536443917226835	0.121190271284473	0.0900689259491855	0.0152660510625761	0.0743686956791416	0.0445033687654579	0.0563657649694912	0.0580404561982958	0.0168709634901806	0.0387815070670419	0.0774389629319502	0.0274773412726103	"SM B-cells"	"CVID"
"Immunodeficiency7828325"	0.0482092533311445	0.159511888150155	0.0309721196202358	0.0225997975320802	0.0277709376453528	0.00881009056335331	0.0684013242496375	0.18487509918192	0.0910558428411174	0.0282634271799502	0.0543653725136119	0.0248160004377685	0.0538728829790145	0.0405756655448849	0.0223535527647815	0.0336808120605215	0.0775123806396892	0.0223535527647815	"USM B-cells"	"CONTROL"
"Immunodeficiency7828326"	0.0202239729542093	0.114967249237828	0.0488167466570075	0.0373388873796372	0.0470509221527966	0.0318376648857496	0.0436551057985451	0.110281022668961	0.0689199794741767	0.00793111775181865	0.0562875426363609	0.105662712427179	0.0632150079990341	0.0643695855594796	0.0193410607021039	0.0546575507863201	0.0737420386972139	0.0317018322315796	"SM B-cells"	"CVID"
"Immunodeficiency7828327"	0.0338488570623436	0.114409799923749	0.0378769042054138	0.0489167371160509	0.0545858405025942	0.0231073980141562	0.0206458136489466	0.129925240771131	0.0939711903459479	0.0569728314021914	0.0205712201833342	0.00542874666401445	0.0657748603444561	0.0659986407412933	0.0463805592852288	0.0503340129626867	0.0828567639696985	0.048394582856764	"USM B-cells"	"CONTROL"
"Immunodeficiency7828328"	0.0742780166052156	0.0618160545707278	0.0584349020807505	0.050706553532231	0.0551503539476297	0.0481948402539621	0.0614296371433018	0.071234979364236	0.0525903384909326	0.0214837355831415	0.0691579856918214	0.0496922077852378	0.0610432197158759	0.0547639365202037	0.0427366940915702	0.063216817745147	0.0544741234496342	0.0495956034283813	"SM B-cells"	"CVID"
"Immunodeficiency7828329"	0.0453173088872806	0.103610617657594	0.0459094531072951	0.0480148547784576	0.0438040514361325	0.0375536402248686	0.0346587129270201	0.113545481793393	0.0812407249014921	0.0540020907808262	0.0228158285267306	0.0140652528309611	0.0628184602788195	0.0581471003209275	0.0480806485806815	0.0512387510874253	0.0737402314479754	0.0614367904321191	"USM B-cells"	"CONTROL"
"Immunodeficiency7828330"	0.023749235331924	0.117483990367118	0.0470958100061174	0.0481411790213797	0.055249688325164	0.0359452071766519	0.00834746517372484	0.110863319937123	0.0867501413184039	0.0668184387607344	0.00214494234983468	0.00542043193099016	0.0685607204528384	0.0679334990436809	0.0576888826941095	0.0555981446635848	0.0845200207525108	0.0576888826941095	"Naive B-cells"	"CVID"
"Immunodeficiency7828331"	0.0586830979340882	0.0891116179196842	0.0542418543858947	0.0428986782965897	0.0509409301271023	0.0415182917883674	0.0716467277504368	0.0910921724749597	0.07224689579749	0.00808893156750557	0.0779484922444951	0.0449992664612758	0.0585630643246776	0.0499806612518172	0.0299350484802411	0.0478800730871311	0.0651048960375572	0.0451193000706865	"USM B-cells"	"CVID"
"Immunodeficiency7828332"	0.0539566671320396	0.0942247219396744	0.0420497683107628	0.0477937999029365	0.0552730077052461	0.0451611187565235	0.0253561764960078	0.0927887140416309	0.0727444371314413	0.0771122944879901	0.010577261878644	0.00614957085967676	0.066940571876849	0.0624530471954633	0.0567090156032895	0.0570081839153819	0.0781294667491042	0.0555721760173385	"Naive B-cells"	"CVID"
"Immunodeficiency7828333"	0.0597851804315838	0.0844045141927413	0.058793406322722	0.0538928754318755	0.0491673635014164	0.0401247172147353	0.055351366768437	0.0856879865689153	0.0704613370152137	0.0359826018189008	0.0547679702338124	0.0136385145427792	0.0695279025598144	0.051792647907227	0.0397163396404981	0.0515009496399147	0.0677777129559406	0.0576266132534728	"USM B-cells"	"CVID"
"Immunodeficiency7828334"	0.0248076487893189	0.09946396243494	0.0456197669155918	0.0521752658972618	0.0673865693595836	0.0348636569359584	0.0167246548992985	0.101755204797465	0.0787154899298484	0.0710143697669156	0.00361365693595836	0.0050775062231274	0.069423229237384	0.0650953269970582	0.0593035754695633	0.0550393188504186	0.0862256732292374	0.0636951233310704	"Naive B-cells"	"CVID"
"Immunodeficiency7828335"	0.0181909390702226	0.115074959498022	0.0486846108931817	0.0561600013158003	0.0532734644199377	0.0349920640794743	0.0108635761807252	0.122846404986883	0.0805845442807918	0.0804365167476706	0.00427635095683353	0.00257403432594018	0.0640054605712218	0.0504609412906356	0.0639314468046612	0.0437256885336228	0.090946471599273	0.0589725244451023	"USM B-cells"	"CVID"
"Immunodeficiency7828336"	0.0376140070567872	0.0958524732041808	0.0515145463018441	0.0535516942946542	0.06176020238333	0.0368350975301245	0.012928566673324	0.0930364156847081	0.078716463617602	0.0730843485786565	0.00513947140669729	0.00256307835696691	0.0727847679914786	0.0566673324013048	0.0684708075361161	0.055768590639771	0.0720657745822515	0.0716463617602024	"Naive B-cells"	"CVID"
"Immunodeficiency7828337"	0.0363434343434343	0.136161616161616	0.0444343434343434	0.0288888888888889	0.0302525252525253	0.014979797979798	0.0663434343434343	0.138525252525253	0.0865252525252525	0.0120707070707071	0.0691616161616162	0.0521616161616162	0.0655252525252525	0.0498888888888889	0.00807070707070707	0.0371616161616162	0.093979797979798	0.0295252525252525	"USM B-cells"	"CVID"
"Immunodeficiency7828338"	0.0366243486167943	0.0988213898506628	0.0456895044241598	0.0517958940999545	0.0485223656139615	0.0465708390165425	0.0247263316196272	0.102535585632847	0.0773545972790543	0.0582170461301717	0.0247892840905117	0.0228377574930927	0.0668415346413458	0.0562025670618683	0.0571468541251355	0.050285034798727	0.0820760325953905	0.0489630329101528	"Naive B-cells"	"CVID"
"Immunodeficiency7828339"	0.0283795768402382	0.151733987537864	0.0389528120428919	0.0304527602133075	0.0264100526358223	0.0251661426119807	0.0570931665572487	0.169563364546261	0.0944104672724969	0.0266173709731292	0.054294369003605	0.00982458565126752	0.0651785817122191	0.0380198795250107	0.0142819299033666	0.0334588761042581	0.0898494638517444	0.046312613017288	"USM B-cells"	"CVID"
"Immunodeficiency7828340"	0.0130590555329751	0.10898101732677	0.054178145087236	0.0524168661277454	0.0555329750560749	0.0414427433801502	0.00967198061087778	0.119887398575923	0.0835102139125984	0.0704361047133029	0.0113655180719264	0.0047945927230577	0.065423233828599	0.066574839302112	0.05919101597194	0.0488265667103223	0.0737554381369583	0.0609522949314306	"Naive B-cells"	"CVID"
"Immunodeficiency7828341"	0.0403829719433943	0.131766103217022	0.0339952780312577	0.0173090571995539	0.0332131114297716	0.0222627790089659	0.073755413606802	0.159272295369284	0.0914845232404873	0.0124856964903895	0.0551137762713828	0.0321702226277901	0.0684106084966468	0.0440330827503295	0.0101391966859311	0.040513333043642	0.10034907805733	0.0333434725300193	"USM B-cells"	"CVID"
"Immunodeficiency7828342"	0.0469508645779832	0.0952097243622667	0.0439924670433145	0.0455332990926211	0.0632220510186612	0.0403561034069509	0.0166889231296011	0.0966889231296011	0.0796165040232837	0.0735764423900017	0.0115733607259031	0.00738229755178908	0.0737613422359185	0.051080294470125	0.0683376134223592	0.0534223591850711	0.0751789077212806	0.0574285225132683	"Naive B-cells"	"CVID"
"Immunodeficiency7828343"	0.044068470618007	0.132078882200893	0.0473220902698697	0.0304846085714802	0.0365038049274262	0.019422301755147	0.0704227897980948	0.132322903674783	0.0848200567575873	0.00803463297362761	0.0657863817941905	0.0234079858286789	0.0678198940766047	0.0474847712524628	0.00494369430435804	0.0426856822659653	0.0964517470129964	0.045939301917828	"USM B-cells"	"CVID"
"Immunodeficiency7828344"	0.0422367079778958	0.0960754332313965	0.0526181662106336	0.053342453994313	0.0637842695423574	0.0346920435645689	0.013506625891947	0.0952304308171039	0.0723550083158968	0.0781493105853318	0.00632410537045979	0.00451338591126133	0.0738639411985622	0.06462927195665	0.0578088953270025	0.0523163796341005	0.0727775095230431	0.0657760609474757	"Naive B-cells"	"CVID"
"Immunodeficiency7828345"	0.0489199585737535	0.106776150318094	0.052848054445924	0.0453247521822755	0.0492528480544459	0.0312102382009173	0.0432608374019825	0.113433939931943	0.0716230211569759	0.019425950584406	0.056443260837402	0.012102382009173	0.0774818760171623	0.0659638999852049	0.0240198254179612	0.0506509838733541	0.0792129013167628	0.0520491196922622	"USM B-cells"	"CVID"
"Immunodeficiency7828346"	0.0164810167451826	0.168376407050294	0.0191226757070107	0.030745975139054	0.0325951364123336	0.030085560398597	0.0414446939344575	0.172999310233493	0.101938684160319	0.0234814129940269	0.0257268231115807	0.070238776618383	0.0580871453939741	0.0418409427787317	0.0122543624062578	0.0291609797619572	0.0949382879114751	0.0304818092428712	"SM B-cells"	"CVID"
"Immunodeficiency7828347"	0.0496159677446227	0.123465120541144	0.0375451925159528	0.0331967144832642	0.036570533646557	0.0322970293730528	0.0490911514303327	0.124664700688093	0.084103896969394	0.0568134486263141	0.0385198513853485	0.0111544292830843	0.0607870578630813	0.0593625564385798	0.0279485513403642	0.0440679095649856	0.0781059962346512	0.0526898918711784	"USM B-cells"	"CONTROL"
"Immunodeficiency7828348"	0.0236227824463119	0.160597572362278	0.0451113778844871	0.0184607176203815	0.0340669601173803	0.0213418700813659	0.0314259036948113	0.173202614379085	0.0942110177404295	0.0205015339469121	0.0349072962518341	0.0556756035747632	0.0626383886888089	0.0449913298652794	0.0105375483526744	0.0490729625183407	0.0868880885687608	0.0327464319060958	"SM B-cells"	"CVID"
"Immunodeficiency7828349"	0.0506026177170842	0.144529563425977	0.036391448626377	0.0156298187829219	0.0239566756720082	0.010522679890949	0.0788029063814564	0.162737623823446	0.0930140754721636	0.00974550658130096	0.0809123767933583	0.0251779480157408	0.053378236680113	0.0510467167511688	0.0045273429308069	0.0287307402884176	0.0993424867078692	0.0309512354588407	"USM B-cells"	"CONTROL"
"Immunodeficiency7828350"	0.0242759987389092	0.171620952123587	0.0283295050218439	0.0186010899428005	0.0188037652569473	0.0186010899428005	0.0273161284511102	0.187834977255326	0.107778228167365	0.0183984146286538	0.0242759987389092	0.0447462054677296	0.061365581227762	0.0392739719857677	0.034409764446246	0.0321803359906319	0.114669188848354	0.0275188037652569	"SM B-cells"	"CVID"
"Immunodeficiency7828351"	0.0694186036896463	0.107150240215657	0.040840796143319	0.0258821000057883	0.029826432818172	0.0219377671934046	0.0739583074925785	0.117271547054981	0.0776793761835066	0.0205981824646705	0.067111541101271	0.0700883960540134	0.0638370006532543	0.0429245946102387	0.0199283901003035	0.0393523686669478	0.0653254281296255	0.0468689274226224	"USM B-cells"	"CONTROL"
"Immunodeficiency7828352"	0.0173893203979803	0.151305934985964	0.0366733128986499	0.0399765893918202	0.0506006408158002	0.0256028727593766	0.0433691436280491	0.149252546895614	0.0930075687686615	0.0158715987659832	0.0391730897042923	0.0383695900167644	0.0539039173089704	0.0595284151216657	0.00640815800176571	0.0454225317183982	0.0865795712684383	0.0475651975518059	"SM B-cells"	"CVID"
"Immunodeficiency7828353"	0.0447269303201507	0.171240247511434	0.0274751143395211	0.0171845574387947	0.0347390368576809	0.00870998116760829	0.0562281409739037	0.20059860102233	0.0952717245090126	0.00628867366155502	0.0598601022329836	0.0317124024751143	0.0535041700295938	0.0359496906107076	0.0159739036857681	0.0208165186978746	0.0986010223298359	0.0211191821361313	"USM B-cells"	"CONTROL"
"Immunodeficiency7828354"	0.0366953084540833	0.134383884502785	0.0424976484141328	0.0338416986376655	0.0344124206009491	0.026802794423835	0.0397391589249289	0.139615502499551	0.092055338892588	0.0142469112315969	0.039644038597715	0.0692264603612459	0.0568608178234355	0.0423074077597049	0.0232833423169198	0.0542925689886595	0.081877463880698	0.0382172336895061	"SM B-cells"	"CVID"
"Immunodeficiency7828355"	0.0188464060673453	0.102051435577225	0.0520770963419154	0.0484845892852051	0.05515638810481	0.0470090953154848	0.0247483819462264	0.10596470219257	0.0810737604425056	0.0642018076583127	0.013008582100191	0.00601602372195136	0.0670886436860263	0.0738245944173581	0.053103526929547	0.0484845892852051	0.0817152795597753	0.057145097368346	"USM B-cells"	"CONTROL"
"Immunodeficiency7828356"	0.0249441626484647	0.178992631556975	0.0379067777151565	0.0352766819045233	0.0399732815663682	0.0161145552841965	0.0277621224455716	0.183125639259398	0.0980232533867702	0.0326465860938902	0.0234412507566744	0.0409126014987371	0.0623290959567495	0.034713089945102	0.0290771703508882	0.0146116433924061	0.0933266537249254	0.0268228025132027	"SM B-cells"	"CVID"
"Immunodeficiency7828357"	0.0596891156635274	0.120080555767099	0.0400409548227689	0.0414117567418915	0.0376801292953909	0.0265614026180624	0.0605268279474357	0.126782254038366	0.0765956726660405	0.013234161737703	0.0711124649895497	0.0171942561707241	0.0639538327452424	0.0583944694065782	0.0193266147115816	0.0336438792001963	0.0844397058699092	0.0493319456079337	"USM B-cells"	"CONTROL"
"Immunodeficiency7828358"	0.0243653332881914	0.0747944633476095	0.0551915990949052	0.0675322623420739	0.0678369700765719	0.0647391081091757	0.0350301039956212	0.078857233140916	0.0580863225726361	0.0111105468375287	0.0392960122785932	0.121414746725803	0.0530078603310029	0.0535664911775825	0.0250763180020201	0.0650438158436736	0.0679893239438209	0.0370614888922745	"SM B-cells"	"CVID"
"Immunodeficiency7828359"	0.0212625581046634	0.215594541910331	0.0199130304393462	0.0236917079022342	0.00938671464987255	0.0218023691707902	0.0536512220722747	0.199400209926526	0.103853651222072	0.00884690358374569	0.0552706552706553	0.0220722747038536	0.0406957564852302	0.0452841505473084	0.00587794272004798	0.0317888738941371	0.103583745689009	0.0180236917079022	"USM B-cells"	"CONTROL"
"Immunodeficiency7828360"	0.022941576747351	0.144223291533003	0.0367211043064061	0.029175172547876	0.0390176922329153	0.0339870710605619	0.0313623991445514	0.14936327403519	0.0927141051812968	0.022941576747351	0.0384708855837465	0.0450325653737727	0.062530378147176	0.0468917079809468	0.0210824341401769	0.0385802469135802	0.107477884708856	0.0374866336152425	"SM B-cells"	"CVID"
"Immunodeficiency7828361"	0.031680123029604	0.115486351403306	0.0486351403306421	0.0592925797770088	0.0507804690503652	0.0334102268358324	0.0211610918877355	0.121714725105729	0.0851749327181853	0.0559015763168012	0.0109188773548635	0.00496732026143791	0.064482891195694	0.0597770088427528	0.0474586697424068	0.0400538254517493	0.0860745866974241	0.0630296039984621	"USM B-cells"	"CONTROL"
"Immunodeficiency7828362"	0.0232896050683469	0.095244981579038	0.0482043865991805	0.0525427813931068	0.0599180525427814	0.0423165650931378	0.0164721275350343	0.105657129084461	0.0749165031160693	0.0756602279378852	0.00853906276899769	0.00382880556416348	0.0689667045415419	0.0642564473367076	0.0618393416658059	0.0604758461591433	0.0837172468408911	0.054154185173708	"Naive B-cells"	"CVID"
"Immunodeficiency7828363"	0.0534184314863166	0.12260903200851	0.0415820520259163	0.0327917996325307	0.034184314863166	0.0192147761338362	0.0857944105985882	0.129136447152113	0.0823131225219998	0.0100763949327918	0.0812687360990233	0.0309641233923218	0.0615124262643845	0.0545498501112078	0.0080746542887535	0.0400154723914515	0.0795280920607291	0.0329658640363601	"USM B-cells"	"CVID"
"Immunodeficiency7828364"	0.05147814249756	0.0875391688498485	0.056563671854934	0.0524605743052345	0.0525761545179021	0.040151281656136	0.024316792520676	0.0884638105511892	0.0732650125854009	0.0725137412030616	0.00842451327888221	0.00276108285817024	0.0730916422663996	0.0621115220629784	0.0669081008886834	0.0538475368572456	0.0688729645040325	0.0646542867416654	"Naive B-cells"	"CVID"
"Immunodeficiency7828365"	0.0610880324127497	0.0879170192578916	0.056991563453599	0.0505295279124035	0.0489717157730082	0.0437790086416904	0.0677231581916558	0.0862438136266892	0.0638574762161192	0.0144113649767931	0.0756853091263431	0.0400864169038644	0.069050183347437	0.0549144806010719	0.0112957406980024	0.0481062645844552	0.0678962484293664	0.05145267584686	"USM B-cells"	"CVID"
"Immunodeficiency7828366"	0.0229804432419794	0.12053042069576	0.0321492392738447	0.035606326302253	0.0579270838552366	0.0338777827880488	0.00870117073333667	0.124438432119178	0.0915209512834644	0.0675468042821117	0.00749870567997729	0.00667201095579271	0.0710038913105199	0.066945571755432	0.0547706130901682	0.0540190724318186	0.0828030796466089	0.06100840055447	"Naive B-cells"	"CVID"
"Immunodeficiency7828367"	0.0465775374292724	0.133643783486055	0.0436032246757799	0.0308947974563116	0.0365730308947975	0.0164738871363477	0.0528866856942567	0.13959240899304	0.0858745180511742	0.0180061088578439	0.0719943918682089	0.020349506784838	0.0675779880827199	0.0530669470732562	0.0138600971408542	0.0326974112463071	0.0834409894346803	0.0528866856942567	"USM B-cells"	"CVID"
"Immunodeficiency7828368"	0.0321723924847816	0.0832906033474014	0.0481468333793502	0.0642396034657306	0.0637662866984841	0.0414612340419937	0.0144230137130386	0.0913961529864973	0.0772558145650087	0.0757766996673635	0.00472001998448573	0.00602164109441355	0.0683219605832314	0.075007559920588	0.070333556844029	0.0541816221617429	0.072522646892544	0.0569623581693159	"Naive B-cells"	"CVID"
"Immunodeficiency7828369"	0.0387303417571506	0.0864097882835271	0.0555651644726306	0.0615034752250088	0.0658851414112296	0.0511258447839595	0.0292175138528554	0.0816822010826047	0.0670382114602351	0.0666922904455335	0.0114025815957208	0.00777041094135358	0.0696902725729477	0.0622529707568624	0.0610999007078569	0.0518176868133628	0.0698632330802985	0.0622529707568624	"USM B-cells"	"CVID"
"Immunodeficiency7828370"	0.0334118711979021	0.0927745164596728	0.0521012206647764	0.0529997470814531	0.0668370538982735	0.0426367424091157	0.0222701436311116	0.0963686221263794	0.0751633986928105	0.073665854665016	0.0115477283921036	0.00453922234202574	0.0700118472371977	0.0675558750316148	0.0571329685981657	0.0494655431758583	0.0704910613260919	0.0610265830704312	"Naive B-cells"	"CVID"
"Immunodeficiency7828371"	0.0151550137003171	0.109086850774299	0.0466734398571473	0.0515224284966596	0.0605276931128968	0.0433484190757674	0.0165404390258921	0.107701425448724	0.0738970475046951	0.0822095994581448	0.00351744096548752	0.00649610541547366	0.067593362273329	0.0635756288291617	0.0662772082140328	0.0520073273606108	0.0797851051383886	0.0540854653489733	"USM B-cells"	"CVID"
"Immunodeficiency7828372"	0.0419796762170976	0.112013743303051	0.0549513743303051	0.0559995923596553	0.0587511646866993	0.0367385860703471	0.0144639529466573	0.103759026321919	0.082401583973911	0.0656956091311437	0.00673334498020033	0.00240944560913114	0.0644508502212905	0.0581615420451898	0.0438140577684603	0.0519377474959236	0.0797155252737014	0.0660231772653156	"Naive B-cells"	"CVID"
"Immunodeficiency7828373"	0.0686735525027892	0.0888793062143644	0.056352970971341	0.0422459051178327	0.0427387283790906	0.0416298760412603	0.072184918239252	0.0894337323832796	0.068365537964503	0.0146478024873885	0.0727393444081672	0.057893043662772	0.0660246274735279	0.0492686365907582	0.0152638315639609	0.0407674353340589	0.0663326420118141	0.0465581086538396	"USM B-cells"	"CVID"
"Immunodeficiency7828374"	0.0458160023377415	0.0876715224541312	0.0543214021474891	0.0462076983816114	0.05913366782932	0.0293647684952033	0.0272384185427664	0.0832509528161702	0.0678628939498505	0.0749693793172054	0.0153756240712762	0.00759765977157281	0.0657365439974136	0.0637780637780638	0.0680867202606333	0.0612040612040612	0.0728989859424642	0.069485634703026	"Naive B-cells"	"CVID"
"Immunodeficiency7828375"	0.0491110563225948	0.105940444882753	0.045721016874863	0.0496657900504054	0.0526860070129301	0.0352427131273285	0.0633492220030682	0.0995301884724962	0.081100701293009	0.0148408393600701	0.0667392614507999	0.0222372890642121	0.0616233837387684	0.0624863028709183	0.0130533640149025	0.048617959675652	0.0766011943896559	0.0514532653955731	"USM B-cells"	"CVID"
"Immunodeficiency7828376"	0.0372572122250786	0.126267495001428	0.0450496286775207	0.0379802199371608	0.0403902456441017	0.0253677520708369	0.0535650528420451	0.133738574692945	0.0861003998857469	0.0366145387032277	0.0400689088831762	0.00231183947443588	0.0755766209654384	0.0451299628677521	0.0318748214795773	0.0403902456441017	0.0917237932019423	0.0505926878034847	"Naive B-cells"	"CVID"
"Immunodeficiency7828377"	0.0416808722566499	0.098416327403753	0.0588278549893375	0.0508860945657769	0.0640621970866842	0.0357245519389795	0.0411393885914071	0.0935429744165681	0.0755536837601695	0.0224882845663785	0.0466745549472221	0.0135237216640261	0.0711014847348401	0.0592490089511929	0.0377099920448696	0.0526910401165861	0.0827734659634064	0.0539545020021526	"USM B-cells"	"CVID"
"Immunodeficiency7828378"	0.0429788280789671	0.0729947885382164	0.0612046428346691	0.0553867980115213	0.0658898099046377	0.0633670276361931	0.0428758573741326	0.0784522358944436	0.0683096214682478	0.00858661266425258	0.0536362960293352	0.0861750387570292	0.0567769025267867	0.0603808771959933	0.0217668628830653	0.0550778858970179	0.0632640569313586	0.0428758573741326	"SM B-cells"	"CVID"
"Immunodeficiency7828379"	0.0294353584467037	0.161452449945157	0.0391598317044022	0.0088076879000704	0.0158800320874875	0.0135225840250151	0.0808571943093823	0.16808277262086	0.0902869865592718	0.0105757739469247	0.0815938968289049	0.0403385557356384	0.0524204770558093	0.0527151580636184	0.00689226134931159	0.0269305698803268	0.0886662410163221	0.0323821685247941	"USM B-cells"	"CONTROL"
"Immunodeficiency7828380"	0.0318689484476179	0.0686266293446864	0.0659615717693859	0.0671181061888559	0.0714928233407642	0.075364699440729	0.0408195191722119	0.0714928233407642	0.0618885592486437	0.00250303101411866	0.0542453752591028	0.0735041875485381	0.0568601487292089	0.0592235016733433	0.0274942312957097	0.0647547532447216	0.0608325930395624	0.0459484979020354	"SM B-cells"	"CVID"
"Immunodeficiency7828381"	0.0733613739922888	0.0952541184717841	0.0418787241500175	0.0271784086926043	0.030080616894497	0.030080616894497	0.0879985979670522	0.100490711531721	0.0670522257273046	0.00642131090080617	0.0953172099544339	0.0809323519102699	0.060490711531721	0.043708377146863	0.0164528566421311	0.0318471784086926	0.0665474938661059	0.04490711531721	"USM B-cells"	"CONTROL"
"Immunodeficiency7828382"	0.0337650196596002	0.102436140669251	0.0486128296076329	0.0487365613571998	0.0565935274547004	0.0454576699936759	0.0481179026093651	0.100580164425747	0.0857323544777145	0.00741015700184223	0.060491077566059	0.0432923643762545	0.0710701421540323	0.0545519535868459	0.0150815254749924	0.0604292116912755	0.0781847177541313	0.0394566801396794	"SM B-cells"	"CVID"
"Immunodeficiency7828383"	0.0374645329701509	0.154931335830212	0.0322551356259221	0.012949721938486	0.0316422653501305	0.0237770968108047	0.0779139711723981	0.155646351151969	0.0800590171376688	0.00957893542163205	0.0880263307229599	0.0458404267393031	0.053705595278629	0.0445125411417546	0.00508455339916014	0.0289864941550335	0.089558506412439	0.028067188741346	"USM B-cells"	"CONTROL"
"Immunodeficiency7828384"	0.0167928707567094	0.0909699685777572	0.0557358471127595	0.0574743728429403	0.0569528151238861	0.0648920826250451	0.0266445165610673	0.0897530005666306	0.0738165147066399	0.00398573121104415	0.0395096069644053	0.120698758563849	0.0490714984803997	0.0586333899963942	0.0250218925462319	0.0625160974604646	0.0718461855457683	0.0356848503580075	"SM B-cells"	"CVID"
"Immunodeficiency7828385"	0.0158901093641563	0.17096226099026	0.0135209514920908	0.00985952568980784	0.0266590087826357	0.017613133271113	0.056381171177639	0.197669131548089	0.0955799650609041	0.0126594395386125	0.0647809127240529	0.0441046258405724	0.0611194869217699	0.0432431138870941	0.0107210376432862	0.0499198315265513	0.0895493813865556	0.0197669131548089	"USM B-cells"	"CONTROL"
"Immunodeficiency7828386"	0.0327354678494786	0.102046235887719	0.0528246093778036	0.0484967235823124	0.0576692576563386	0.0516618937909552	0.0380322833006768	0.103854904578372	0.0788565194611316	0.0101917045266958	0.0536643484127497	0.0533413718608474	0.0705883197324319	0.0595425216573721	0.0221418369470821	0.0550854452411199	0.0749162055279231	0.0343503506089902	"SM B-cells"	"CVID"
"Immunodeficiency7828387"	0.0559280580953456	0.110177973435677	0.0455657147157316	0.0396734018135982	0.0477330022199646	0.0319524400797682	0.0608721827143771	0.112954810550476	0.0749595514918915	0.0299206080445498	0.0603303608383189	0.011160025586033	0.0685931444482071	0.0455657147157316	0.0312751627346954	0.0354065545396395	0.0755013733679497	0.0624299206080446	"USM B-cells"	"CONTROL"
"Immunodeficiency7828388"	0.0286929850598595	0.140781141782923	0.0398238844365291	0.0340358167606609	0.0451667161373306	0.0274685861284258	0.0316983278915603	0.161484614623528	0.0925843474819432	0.0282477490847927	0.0412709013554962	0.0561863065202335	0.0571880874641338	0.0486172949440982	0.0170055407143564	0.0338131987731275	0.0910260215692095	0.0249084792717918	"SM B-cells"	"CVID"
"Immunodeficiency7828389"	0.0429440051787118	0.154783372636057	0.0354533684745919	0.019119618994775	0.0190155823738845	0.0216164978961483	0.0536597771304388	0.166435474175799	0.0900725944421325	0.0244254866601933	0.0693693068849124	0.0480417996023489	0.0554283996855782	0.0348291487492486	0.00611504138345587	0.0413834558653535	0.0878878254034309	0.0294192444629398	"USM B-cells"	"CONTROL"
"Immunodeficiency7828390"	0.0382166011944684	0.0834594870812175	0.0587397400274664	0.0450001596882885	0.0537957906167162	0.0666155664143592	0.0394813324390789	0.0846667305419821	0.0762160263166299	0.0090702947845805	0.0490817923413497	0.102660406885759	0.0493117434767334	0.0540257417520999	0.0298808725368082	0.0540832295359458	0.0706397112835745	0.0350547730829421	"SM B-cells"	"CVID"
